freq	dBm(fashef)
3.02145454545454584E10	-9.10935568994754341E1
3.02163636363636323E10	-9.86608078293975232E1
3.02181818181818107E10	-8.39000865334215007E1
3.02199999999999980E10	-8.77293362075174343E1
3.02218181818181897E10	-9.62354365843369308E1
3.02236363636363681E10	-8.45251165695651174E1
3.02254545454545376E10	-8.51101228157671308E1
3.02272727272727293E10	-8.17048522682091161E1
3.02290909090909121E10	-8.32801071807219095E1
3.02309090909090905E10	-8.84954352665922706E1
3.02327272727272689E10	-8.52103524674122248E1
3.02345454545454562E10	-8.43974549904439719E1
3.02363636363636390E10	-9.09720898178703585E1
3.02381818181818129E10	-8.28062077878555591E1
3.02400000000000002E10	-8.11851132623122140E1
3.02418181818181875E10	-8.22477316785444224E1
3.02436363636363614E10	-9.95627104413243558E1
3.02454545454545398E10	-9.09310245441462328E1
3.02472727272727315E10	-8.74849237262290913E1
3.02490909090909099E10	-9.04556305935884630E1
3.02509090909090883E10	-9.07026041399742233E1
3.02527272727272711E10	-8.57124718695428989E1
3.02545454545454628E10	-8.79519992966919162E1
3.02563636363636368E10	-8.13681192362611583E1
3.02581818181818107E10	-8.54802921691932127E1
3.02600000000000025E10	-9.02279793194739099E1
3.02618181818181897E10	-8.57590423719809181E1
3.02636363636363637E10	-9.35558942483599232E1
3.02654545454545421E10	-8.69950576149390642E1
3.02672727272727293E10	-8.40268397035232439E1
3.02690909090909077E10	-9.40364737112893678E1
3.02709090909090905E10	-9.66881511814457539E1
3.02727272727272689E10	-8.40073956531481869E1
3.02745454545454606E10	-8.47141389825560687E1
3.02763636363636346E10	-9.09438096205934698E1
3.02781818181818085E10	-8.63207423017788145E1
3.02800000000000002E10	-1.03472399785861624E2
3.02818181818181875E10	-9.14649836456755949E1
3.02836363636363703E10	-8.66843473217219440E1
3.02854545454545399E10	-8.78708613731884647E1
3.02872727272727271E10	-8.43290567415627734E1
3.02890909090909100E10	-1.12433701483946047E2
3.02909090909090883E10	-9.06237647285673020E1
3.02927272727272712E10	-9.03282187443671702E1
3.02945454545454584E10	-8.27992208785119566E1
3.02963636363636324E10	-9.51748744670288183E1
3.02981818181818108E10	-8.49897922330387345E1
3.03000000000000025E10	-9.15549683487905419E1
3.03018181818181898E10	-9.06182455831857681E1
3.03036363636363637E10	-9.55394650399935053E1
3.03054545454545421E10	-9.11929866734262973E1
3.03072727272727338E10	-8.95215031801859595E1
3.03090909090909122E10	-8.64088899003918698E1
3.03109090909090906E10	-8.91368912297588523E1
3.03127272727272734E10	-8.26276328502112456E1
3.03145454545454607E10	-9.84868221097855212E1
3.03163636363636346E10	-9.05106835637955065E1
3.03181818181818130E10	-9.45707648490728658E1
3.03200000000000003E10	-9.12420206311223581E1
3.03218181818181920E10	-8.30069344134201081E1
3.03236363636363659E10	-8.28435410808998718E1
3.03254545454545399E10	-9.60085038728884754E1
3.03272727272727316E10	-8.16845022935938125E1
3.03290909090909100E10	-8.69530531087269765E1
3.03309090909090928E10	-9.46333366948379329E1
3.03327272727272712E10	-8.77984636064058854E1
3.03345454545454540E10	-8.60303307362213410E1
3.03363636363636369E10	-8.66141609208229823E1
3.03381818181818108E10	-1.07234347415803466E2
3.03399999999999981E10	-8.58016204487643819E1
3.03418181818181898E10	-8.97866419829472306E1
3.03436363636363637E10	-8.66732124415804961E1
3.03454545454545377E10	-8.17617916953961377E1
3.03472727272727294E10	-9.79582539754686010E1
3.03490909090909122E10	-9.90457575087738640E1
3.03509090909090906E10	-8.61230491494555395E1
3.03527272727272734E10	-8.56910118123374609E1
3.03545454545454607E10	-9.34803026556581962E1
3.03563636363636347E10	-9.20771394363770668E1
3.03581818181818130E10	-8.84935697955694955E1
3.03600000000000048E10	-8.94672680458818093E1
3.03618181818181876E10	-8.45776432756467145E1
3.03636363636363615E10	-8.30076682802427968E1
3.03654545454545444E10	-8.79201219810114942E1
3.03672727272727272E10	-8.22642323686387122E1
3.03690909090909056E10	-8.14067541095460356E1
3.03709090909090884E10	-1.00174209272061288E2
3.03727272727272668E10	-8.26246247476523976E1
3.03745454545454630E10	-8.98923347920495885E1
3.03763636363636369E10	-8.89376628611470821E1
3.03781818181818064E10	-8.37104853603810994E1
3.03800000000000026E10	-8.39981868859831238E1
3.03818181818181854E10	-9.55823984211567179E1
3.03836363636363682E10	-9.35207444841795699E1
3.03854545454545422E10	-1.02098863566640063E2
3.03872727272727250E10	-9.36558030594402169E1
3.03890909090909078E10	-1.13893628581356166E2
3.03909090909090862E10	-8.48760032773387785E1
3.03927272727272690E10	-9.76061425668373950E1
3.03945454545454563E10	-9.12626844108010538E1
3.03963636363636347E10	-8.94969699753678682E1
3.03981818181818086E10	-9.22815633574101035E1
3.04000000000000004E10	-9.95802275637428735E1
3.04018181818181921E10	-9.04149782519252732E1
3.04036363636363660E10	-8.91526365089977091E1
3.04054545454545400E10	-9.07946839203129308E1
3.04072727272727317E10	-9.21606904872932731E1
3.04090909090909145E10	-9.24865070821465629E1
3.04109090909090929E10	-8.76880207215379670E1
3.04127272727272757E10	-9.09886572736199817E1
3.04145454545454585E10	-8.28424293329075745E1
3.04163636363636325E10	-8.30854291921732191E1
3.04181818181818153E10	-9.30387923204773593E1
3.04199999999999982E10	-8.50070505118387487E1
3.04218181818181899E10	-9.49763154577590463E1
3.04236363636363638E10	-9.34315989647845058E1
3.04254545454545378E10	-8.19687473646477471E1
3.04272727272727295E10	-8.98118348211072082E1
3.04290909090909079E10	-8.60289687352714516E1
3.04309090909090907E10	-9.45157729385175394E1
3.04327272727272691E10	-9.17701204814281191E1
3.04345454545454563E10	-9.12759863106689728E1
3.04363636363636392E10	-8.98207026922881013E1
3.04381818181818087E10	-8.48247783620091056E1
3.04399999999999959E10	-8.62376902907195664E1
3.04418181818181877E10	-9.14405010155481435E1
3.04436363636363660E10	-9.26858981331749732E1
3.04454545454545400E10	-9.47950162028557131E1
3.04472727272727273E10	-9.23183029335633520E1
3.04490909090909101E10	-9.47385263339661243E1
3.04509090909090885E10	-9.13523461334289522E1
3.04527272727272713E10	-9.04114473972029842E1
3.04545454545454586E10	-9.28965408242347479E1
3.04563636363636370E10	-9.13292604333620339E1
3.04581818181818109E10	-8.30327736063323307E1
3.04600000000000026E10	-8.77119032945703481E1
3.04618181818181899E10	-8.71857037567508364E1
3.04636363636363594E10	-9.22590944699346061E1
3.04654545454545422E10	-8.76527703732449659E1
3.04672727272727295E10	-8.87386693848831243E1
3.04690909090909079E10	-8.36058976778866025E1
3.04709090909090907E10	-9.98542092544788851E1
3.04727272727272691E10	-8.99599214626129218E1
3.04745454545454608E10	-8.22143259057133058E1
3.04763636363636348E10	-9.64173726222634642E1
3.04781818181818087E10	-8.50363077223147990E1
3.04800000000000004E10	-8.43159944898900804E1
3.04818181818181877E10	-9.24643531638982275E1
3.04836363636363661E10	-9.14924132487631958E1
3.04854545454545400E10	-8.37869932412651863E1
3.04872727272727273E10	-8.77343401872800577E1
3.04890909090909101E10	-9.56079749625691200E1
3.04909090909090885E10	-9.47268578092790037E1
3.04927272727272669E10	-8.45793938384833943E1
3.04945454545454586E10	-9.94694598316069722E1
3.04963636363636326E10	-8.78309564033974866E1
3.04981818181818110E10	-8.91670947856980156E1
3.04999999999999982E10	-8.46151721569092885E1
3.05018181818181899E10	-9.39098736107677645E1
3.05036363636363683E10	-8.77455768481469178E1
3.05054545454545423E10	-8.85033356484180800E1
3.05072727272727295E10	-8.10640739369291907E1
3.05090909090909124E10	-8.60792211762635517E1
3.05109090909090908E10	-9.78199132490046708E1
3.05127272727272736E10	-8.60964798083379179E1
3.05145454545454609E10	-8.89051673703523626E1
3.05163636363636304E10	-9.27278232278624337E1
3.05181818181818132E10	-8.09115473579805311E1
3.05200000000000005E10	-8.42389632758843376E1
3.05218181818181922E10	-9.03986281765923039E1
3.05236363636363617E10	-8.61853283640206236E1
3.05254545454545401E10	-8.27872709226451065E1
3.05272727272727318E10	-8.76976679917529545E1
3.05290909090909102E10	-8.86097565869667037E1
3.05309090909090930E10	-8.62628955709934964E1
3.05327272727272714E10	-9.12996806134806604E1
3.05345454545454587E10	-8.72723816428045396E1
3.05363636363636370E10	-8.95823321334054334E1
3.05381818181818110E10	-8.72928808547975166E1
3.05399999999999983E10	-9.74848979436699281E1
3.05418181818181900E10	-9.07831100419607218E1
3.05436363636363639E10	-8.79410198964790979E1
3.05454545454545379E10	-9.58533704086887006E1
3.05472727272727296E10	-9.32104230194231498E1
3.05490909090909124E10	-8.85684071088518543E1
3.05509090909090908E10	-8.23360423369616257E1
3.05527272727272692E10	-8.96152855123823500E1
3.05545454545454609E10	-9.03866579914959267E1
3.05563636363636348E10	-8.63470880254920381E1
3.05581818181818132E10	-8.80251303592428869E1
3.05600000000000005E10	-8.64384956625898937E1
3.05618181818181878E10	-8.99214370289013765E1
3.05636363636363617E10	-8.18156036288649346E1
3.05654545454545445E10	-1.04220476571832865E2
3.05672727272727318E10	-8.89089778130855635E1
3.05690909090909102E10	-8.14974900603654895E1
3.05709090909090886E10	-9.29941873911262640E1
3.05727272727272714E10	-9.13579058083816342E1
3.05745454545454631E10	-8.89466753085222628E1
3.05763636363636326E10	-9.50865789911683912E1
3.05781818181818110E10	-8.93084351824370870E1
3.05800000000000027E10	-8.78153174903111200E1
3.05818181818181856E10	-9.59015787287297172E1
3.05836363636363640E10	-8.73142302800386894E1
3.05854545454545423E10	-9.59260068784893427E1
3.05872727272727252E10	-8.38569134772957803E1
3.05890909090909080E10	-9.04505906405683824E1
3.05909090909090864E10	-8.33608938562588087E1
3.05927272727272648E10	-9.10406200563282653E1
3.05945454545454609E10	-8.10056949060163412E1
3.05963636363636349E10	-8.52587317867923034E1
3.05981818181818088E10	-8.39932232384898292E1
3.06000000000000005E10	-9.65360777080703869E1
3.06018181818181922E10	-9.04390524651580030E1
3.06036363636363662E10	-8.84813038405486552E1
3.06054545454545401E10	-8.63180990924099767E1
3.06072727272727318E10	-9.02968878725559954E1
3.06090909090909147E10	-8.87488366239366577E1
3.06109090909090931E10	-8.81505504840785470E1
3.06127272727272715E10	-9.01079924885206829E1
3.06145454545454587E10	-9.68653466093213744E1
3.06163636363636327E10	-8.60069334918491180E1
3.06181818181818155E10	-9.18199264289173556E1
3.06199999999999983E10	-1.02803342664281039E2
3.06218181818181900E10	-9.14076058652530321E1
3.06236363636363640E10	-8.45503708894426964E1
3.06254545454545379E10	-9.76451053250220014E1
3.06272727272727341E10	-9.79656597687976394E1
3.06290909090909125E10	-9.00193767166495817E1
3.06309090909090909E10	-9.80364144015921646E1
3.06327272727272737E10	-9.05575701543780021E1
3.06345454545454565E10	-9.10056296145418209E1
3.06363636363636349E10	-8.70617663957772869E1
3.06381818181818133E10	-8.63984417078136069E1
3.06399999999999961E10	-8.31801039007107512E1
3.06418181818181878E10	-8.55508538393473295E1
3.06436363636363662E10	-8.54153170083022495E1
3.06454545454545357E10	-9.41727970383273494E1
3.06472727272727274E10	-8.54376764657440901E1
3.06490909090909103E10	-8.50469149853537587E1
3.06509090909090887E10	-8.58762747579442376E1
3.06527272727272670E10	-8.52507943462148532E1
3.06545454545454632E10	-1.02504162765705598E2
3.06563636363636371E10	-8.65646859026008642E1
3.06581818181818111E10	-8.50891001329526908E1
3.06600000000000028E10	-8.35858619125180802E1
3.06618181818181856E10	-8.55748387624018392E1
3.06636363636363640E10	-8.81143858944148128E1
3.06654545454545424E10	-8.56284258263965015E1
3.06672727272727297E10	-8.11050396244656291E1
3.06690909090909081E10	-8.61047046531080085E1
3.06709090909090865E10	-9.32999405656522107E1
3.06727272727272693E10	-9.06554866864048492E1
3.06745454545454610E10	-9.02302794669386188E1
3.06763636363636349E10	-9.28689627336603962E1
3.06781818181818089E10	-9.23625964269794864E1
3.06800000000000006E10	-8.61420206535665045E1
3.06818181818181879E10	-8.85740912121163859E1
3.06836363636363663E10	-9.01260222260340882E1
3.06854545454545402E10	-8.72610231284449434E1
3.06872727272727275E10	-8.44927697282079393E1
3.06890909090909059E10	-9.96459219982021338E1
3.06909090909090887E10	-9.11704593566114063E1
3.06927272727272671E10	-9.80753739709431116E1
3.06945454545454588E10	-1.00840534472641385E2
3.06963636363636372E10	-9.31909368294411777E1
3.06981818181818067E10	-9.15126121215388721E1
3.06999999999999984E10	-8.62735376480207528E1
3.07018181818181901E10	-9.02704725488575122E1
3.07036363636363685E10	-1.09230255464887938E2
3.07054545454545380E10	-8.89800862719769547E1
3.07072727272727297E10	-8.35987187492787598E1
3.07090909090909125E10	-8.95217382096175740E1
3.07109090909090909E10	-9.06497209225253719E1
3.07127272727272693E10	-8.57876682767626342E1
3.07145454545454566E10	-9.52996765587890415E1
3.07163636363636305E10	-8.55720256632031528E1
3.07181818181818134E10	-8.85386094147616554E1
3.07200000000000006E10	-9.92276578168956469E1
3.07218181818181879E10	-8.99805309219654958E1
3.07236363636363663E10	-8.89916766730166842E1
3.07254545454545402E10	-8.90145180415929360E1
3.07272727272727320E10	-8.85874308763360041E1
3.07290909090909103E10	-9.59653315416080233E1
3.07309090909090887E10	-1.02642133204213959E2
3.07327272727272716E10	-8.91111421576140295E1
3.07345454545454588E10	-9.46955437946663103E1
3.07363636363636372E10	-8.44508575272128503E1
3.07381818181818112E10	-9.43866551387679209E1
3.07399999999999984E10	-9.08733333292553169E1
3.07418181818181901E10	-8.72753594343704897E1
3.07436363636363641E10	-8.81535539550600689E1
3.07454545454545380E10	-8.34994922697559616E1
3.07472727272727298E10	-8.54852718901525321E1
3.07490909090909081E10	-8.40895626315697164E1
3.07509090909090910E10	-8.17407488763807422E1
3.07527272727272694E10	-8.52647173220968391E1
3.07545454545454611E10	-8.64033160434559910E1
3.07563636363636395E10	-9.54024101002332614E1
3.07581818181818090E10	-8.56013992987720940E1
3.07600000000000007E10	-8.97550660918184562E1
3.07618181818181879E10	-8.82351148213947489E1
3.07636363636363619E10	-8.98608127520574129E1
3.07654545454545403E10	-9.78672362334602219E1
3.07672727272727276E10	-8.89381343427942639E1
3.07690909090909104E10	-9.87040483037695360E1
3.07709090909090888E10	-9.04202539551516971E1
3.07727272727272716E10	-8.83011940427076780E1
3.07745454545454589E10	-8.93072992404564481E1
3.07763636363636328E10	-9.51503544331131046E1
3.07781818181818112E10	-1.00336894023572731E2
3.07800000000000029E10	-9.22884292927954419E1
3.07818181818181902E10	-8.30333302080422442E1
3.07836363636363686E10	-8.45366851624640958E1
3.07854545454545425E10	-8.56537588746057565E1
3.07872727272727298E10	-8.65551261715603992E1
3.07890909090909082E10	-8.93981279402102302E1
3.07909090909090910E10	-8.03112415927458834E1
3.07927272727272694E10	-9.00053119287324499E1
3.07945454545454611E10	-8.65077518860965355E1
3.07963636363636351E10	-8.32390525907099921E1
3.07981818181818090E10	-9.95210521570273698E1
3.08000000000000007E10	-9.06630875485497079E1
3.08018181818181924E10	-8.57022396016091648E1
3.08036363636363664E10	-9.70645839721791859E1
3.08054545454545403E10	-9.18696836753444579E1
3.08072727272727320E10	-8.53115018425265603E1
3.08090909090909104E10	-8.99741274437803717E1
3.08109090909090932E10	-9.48522398333341421E1
3.08127272727272716E10	-8.12981384883322633E1
3.08145454545454589E10	-9.07527011618458523E1
3.08163636363636328E10	-9.43075746643042301E1
3.08181818181818112E10	-8.57162119765607855E1
3.08199999999999985E10	-8.46484645126399116E1
3.08218181818181902E10	-8.27990909919166107E1
3.08236363636363642E10	-9.37084627260713710E1
3.08254545454545426E10	-9.71898449197360748E1
3.08272727272727298E10	-8.56099217935517309E1
3.08290909090909127E10	-8.62758307292236282E1
3.08309090909090910E10	-8.91150288938876756E1
3.08327272727272739E10	-8.85929761660252346E1
3.08345454545454567E10	-9.06196363201652133E1
3.08363636363636351E10	-8.73290791321160498E1
3.08381818181818135E10	-8.32133542040922158E1
3.08399999999999963E10	-9.22821147178521883E1
3.08418181818181925E10	-9.34811806744503926E1
3.08436363636363620E10	-9.57528235734604038E1
3.08454545454545359E10	-8.92606685976169345E1
3.08472727272727321E10	-8.85811695975625035E1
3.08490909090909105E10	-8.79689231957157070E1
3.08509090909090933E10	-9.25125471481852912E1
3.08527272727272717E10	-8.58672752986100818E1
3.08545454545454634E10	-9.31107552368587044E1
3.08563636363636373E10	-8.68125720081078001E1
3.08581818181818113E10	-9.38641137526902014E1
3.08600000000000030E10	-9.33904349061674921E1
3.08618181818181858E10	-1.04604838552472579E2
3.08636363636363642E10	-8.87303372320967831E1
3.08654545454545426E10	-9.01727753388244047E1
3.08672727272727254E10	-8.52947291106647043E1
3.08690909090909082E10	-9.69148476894639899E1
3.08709090909090866E10	-8.90303328080871381E1
3.08727272727272695E10	-8.78067216486916458E1
3.08745454545454612E10	-8.47051134661827199E1
3.08763636363636351E10	-8.61094583565749794E1
3.08781818181818091E10	-8.76952483970355523E1
3.08800000000000008E10	-8.81706292163830874E1
3.08818181818181881E10	-9.47277534316650005E1
3.08836363636363664E10	-8.88842059143435748E1
3.08854545454545448E10	-9.46371977471892478E1
3.08872727272727277E10	-8.44035968609130549E1
3.08890909090909060E10	-8.20982929995574828E1
3.08909090909090889E10	-8.59783268761603914E1
3.08927272727272673E10	-9.88178360121235144E1
3.08945454545454590E10	-8.89650716232679883E1
3.08963636363636329E10	-8.48987394869247147E1
3.08981818181818069E10	-8.28240727330403814E1
3.08999999999999986E10	-9.28830171403429716E1
3.09018181818181947E10	-8.99244774374010447E1
3.09036363636363642E10	-9.58469984704006706E1
3.09054545454545382E10	-8.80675765479038475E1
3.09072727272727343E10	-8.91933713053346189E1
3.09090909090909127E10	-9.14082243543828987E1
3.09109090909090956E10	-8.64154720190415127E1
3.09127272727272739E10	-1.00056155752526066E2
3.09145454545454568E10	-8.71666530923254612E1
3.09163636363636352E10	-9.56947770829639843E1
3.09181818181818135E10	-8.51941852249782627E1
3.09199999999999964E10	-8.91945768932965066E1
3.09218181818181881E10	-8.73123352803586705E1
3.09236363636363665E10	-9.16560672152446010E1
3.09254545454545404E10	-8.58587762338410521E1
3.09272727272727277E10	-9.84236637447442675E1
3.09290909090909105E10	-8.46457129388164553E1
3.09309090909090889E10	-9.05909754458145677E1
3.09327272727272717E10	-8.52221025515698472E1
3.09345454545454590E10	-8.41822543717967342E1
3.09363636363636374E10	-8.66152521254380758E1
3.09381818181818113E10	-8.58375156306169629E1
3.09399999999999986E10	-1.01074793065054780E2
3.09418181818181903E10	-1.00068491383401548E2
3.09436363636363643E10	-9.29139469961664588E1
3.09454545454545382E10	-8.72779209933641198E1
3.09472727272727299E10	-9.06654827825999554E1
3.09490909090909083E10	-8.53963843770787712E1
3.09509090909090911E10	-9.71669386001459401E1
3.09527272727272695E10	-8.51349293506626914E1
3.09545454545454612E10	-8.53108233207177236E1
3.09563636363636352E10	-8.67989585019232024E1
3.09581818181818091E10	-8.79269520036380570E1
3.09600000000000009E10	-9.90554902438050355E1
3.09618181818181881E10	-8.94383216214258425E1
3.09636363636363621E10	-9.04489520105684441E1
3.09654545454545405E10	-9.08051185694098173E1
3.09672727272727277E10	-9.75733361390659759E1
3.09690909090909106E10	-8.65691908810275379E1
3.09709090909090889E10	-8.68469126867183405E1
3.09727272727272673E10	-9.30234333161772042E1
3.09745454545454590E10	-8.19977249813898190E1
3.09763636363636374E10	-9.27435973154444149E1
3.09781818181818114E10	-9.28213003989271890E1
3.09799999999999986E10	-8.81831986397760303E1
3.09818181818181859E10	-8.09756358794841624E1
3.09836363636363687E10	-9.05692917117844765E1
3.09854545454545427E10	-9.49426692387713445E1
3.09872727272727300E10	-9.34732257897001695E1
3.09890909090909084E10	-8.97620450485386279E1
3.09909090909090867E10	-8.53193815515033727E1
3.09927272727272696E10	-8.59485250740695683E1
3.09945454545454613E10	-8.14991520763996213E1
3.09963636363636308E10	-8.39573663460143038E1
3.09981818181818092E10	-8.76772311941213545E1
3.10000000000000009E10	-9.98507107747322031E1
3.10018181818181926E10	-8.64398299041149087E1
3.10036363636363665E10	-8.72201382671749137E1
3.10054545454545405E10	-9.65931571114025900E1
3.10072727272727322E10	-8.71965975717902531E1
3.10090909090909106E10	-8.82385809360112816E1
3.10109090909090934E10	-9.37363400952889059E1
3.10127272727272718E10	-8.56560938111843306E1
3.10145454545454591E10	-8.91411728428328054E1
3.10163636363636330E10	-8.68528455425399670E1
3.10181818181818114E10	-8.74757763646934627E1
3.10199999999999987E10	-9.33089178827652255E1
3.10218181818181904E10	-8.67321645725918522E1
3.10236363636363643E10	-9.43163315864551421E1
3.10254545454545383E10	-9.35064113444648370E1
3.10272727272727300E10	-1.08838939641508614E2
3.10290909090909128E10	-8.64242308773337520E1
3.10309090909090912E10	-9.05691165607726489E1
3.10327272727272696E10	-9.08764442032549091E1
3.10345454545454569E10	-8.34934557417683010E1
3.10363636363636397E10	-8.97988716603684978E1
3.10381818181818137E10	-9.30852822282263226E1
3.10400000000000009E10	-8.83202591546832316E1
3.10418181818181882E10	-8.03569331017096644E1
3.10436363636363621E10	-8.99198122754196483E1
3.10454545454545405E10	-9.51807863620659944E1
3.10472727272727322E10	-8.41734217942528318E1
3.10490909090909106E10	-8.96597302675383467E1
3.10509090909090890E10	-9.46702272008565870E1
3.10527272727272718E10	-8.91241695641144460E1
3.10545454545454636E10	-8.49073354182258377E1
3.10563636363636331E10	-8.96052552585290663E1
3.10581818181818115E10	-8.80562427762780864E1
3.10600000000000032E10	-8.71005990482215786E1
3.10618181818181904E10	-8.70408899634473698E1
3.10636363636363644E10	-8.22034245153237997E1
3.10654545454545428E10	-9.44906011152409064E1
3.10672727272727300E10	-8.24508708967795201E1
3.10690909090909084E10	-8.49274535273587716E1
3.10709090909090913E10	-9.19465813699016543E1
3.10727272727272696E10	-9.36803707272008346E1
3.10745454545454614E10	-8.59811431200151155E1
3.10763636363636353E10	-9.04184033455489811E1
3.10781818181818092E10	-8.73171207871242139E1
3.10800000000000010E10	-8.47179484783743852E1
3.10818181818181838E10	-9.09264805779066165E1
3.10836363636363666E10	-8.75552877774654803E1
3.10854545454545406E10	-8.87392087144797337E1
3.10872727272727278E10	-1.05834568787535099E2
3.10890909090909062E10	-9.29957992987720417E1
3.10909090909090846E10	-1.03606336641607744E2
3.10927272727272674E10	-9.17717320163854922E1
3.10945454545454592E10	-8.85701110577664252E1
3.10963636363636331E10	-9.02594107945455804E1
3.10981818181818070E10	-8.20492289728434265E1
3.11000000000000032E10	-9.07149711150504245E1
3.11018181818181905E10	-9.45754867365701735E1
3.11036363636363644E10	-8.54808908124842937E1
3.11054545454545428E10	-9.14898513236914823E1
3.11072727272727345E10	-8.76602018267602645E1
3.11090909090909129E10	-9.52376818278788129E1
3.11109090909090913E10	-9.96474824609794574E1
3.11127272727272741E10	-9.65925686608175837E1
3.11145454545454569E10	-9.16414851377355077E1
3.11163636363636353E10	-8.83484448903938890E1
3.11181818181818137E10	-8.73210064283543907E1
3.11199999999999966E10	-8.79675754092927775E1
3.11218181818181927E10	-8.84693148005063534E1
3.11236363636363667E10	-8.95446038723030036E1
3.11254545454545362E10	-9.25470405946128949E1
3.11272727272727323E10	-9.51894545519987290E1
3.11290909090909107E10	-8.72748558509239025E1
3.11309090909090935E10	-8.55871006230059805E1
3.11327272727272719E10	-8.48081538239553545E1
3.11345454545454547E10	-8.37620521146683217E1
3.11363636363636376E10	-8.65422111408572192E1
3.11381818181818115E10	-8.39171047788680724E1
3.11399999999999988E10	-8.56673373078825584E1
3.11418181818181861E10	-9.79133446265372243E1
3.11436363636363645E10	-8.73599687764430755E1
3.11454545454545384E10	-9.21421601906229526E1
3.11472727272727301E10	-8.58644151541976619E1
3.11490909090909085E10	-8.12966571629604040E1
3.11509090909090869E10	-8.78739870293153480E1
3.11527272727272697E10	-8.29705950283529603E1
3.11545454545454614E10	-1.05432678044790418E2
3.11563636363636354E10	-8.43008224327659761E1
3.11581818181818093E10	-8.65297724117824174E1
3.11600000000000055E10	-8.39200664773262517E1
3.11618181818181883E10	-8.87492101905453978E1
3.11636363636363622E10	-8.93544595779830608E1
3.11654545454545451E10	-9.17684625276156929E1
3.11672727272727279E10	-8.82324527721152130E1
3.11690909090909063E10	-8.98687315381666707E1
3.11709090909090891E10	-9.41057169867224275E1
3.11727272727272675E10	-9.15540527464028919E1
3.11745454545454592E10	-9.23212343040311545E1
3.11763636363636376E10	-8.46212172075594360E1
3.11781818181818071E10	-8.44055418734631857E1
3.11799999999999988E10	-9.25828121816748606E1
3.11818181818181861E10	-8.97533659432859210E1
3.11836363636363689E10	-8.47147872222847198E1
3.11854545454545384E10	-9.68249265228163480E1
3.11872727272727257E10	-8.82499916584295363E1
3.11890909090909085E10	-8.61926573016026154E1
3.11909090909090869E10	-8.63437446451922241E1
3.11927272727272697E10	-9.29781674598300789E1
3.11945454545454570E10	-9.37804643283513961E1
3.11963636363636354E10	-8.73741207520004259E1
3.11981818181818094E10	-8.72367473647674352E1
3.12000000000000011E10	-9.28348288884491701E1
3.12018181818181883E10	-8.75873130040254466E1
3.12036363636363667E10	-8.82941621571615265E1
3.12054545454545407E10	-8.65706101420972196E1
3.12072727272727324E10	-9.82371437624779809E1
3.12090909090909108E10	-9.13280401824612298E1
3.12109090909090892E10	-8.14054589666503681E1
3.12127272727272720E10	-8.75636800523028569E1
3.12145454545454593E10	-9.51893824366528207E1
3.12163636363636332E10	-8.81085183725196863E1
3.12181818181818116E10	-8.80318746015710296E1
3.12199999999999989E10	-8.48110944748020934E1
3.12218181818181906E10	-8.70881492539857049E1
3.12236363636363645E10	-9.28675382768270019E1
3.12254545454545385E10	-8.97361312255777044E1
3.12272727272727302E10	-8.60317271873640621E1
3.12290909090909086E10	-8.67168629598755913E1
3.12309090909090914E10	-8.93827856045244395E1
3.12327272727272698E10	-8.57286381938692266E1
3.12345454545454571E10	-9.06499535034231485E1
3.12363636363636399E10	-9.27623072593560316E1
3.12381818181818094E10	-8.75867192737399058E1
3.12399999999999967E10	-9.31650523421963861E1
3.12418181818181884E10	-8.73142526235983851E1
3.12436363636363623E10	-8.63765083336195971E1
3.12454545454545407E10	-8.67729567632518339E1
3.12472727272727280E10	-8.56889873547718217E1
3.12490909090909108E10	-8.73138651533576038E1
3.12509090909090892E10	-9.49298372967275661E1
3.12527272727272720E10	-8.57660237747264453E1
3.12545454545454593E10	-8.86844637511363665E1
3.12563636363636377E10	-8.94747698526376389E1
3.12581818181818116E10	-8.84063983794615282E1
3.12600000000000033E10	-8.49715205258690176E1
3.12618181818181906E10	-8.86887217445759823E1
3.12636363636363601E10	-8.87451653632028403E1
3.12654545454545429E10	-9.58898713430034455E1
3.12672727272727302E10	-9.18956590324171252E1
3.12690909090909086E10	-9.02398846056251358E1
3.12709090909090914E10	-8.90000194973505110E1
3.12727272727272698E10	-8.69341524200894078E1
3.12745454545454615E10	-9.06188554008424774E1
3.12763636363636355E10	-8.80316674873952110E1
3.12781818181818094E10	-9.01154126582526338E1
3.12800000000000011E10	-9.36148913798204241E1
3.12818181818181884E10	-9.24178181830704126E1
3.12836363636363668E10	-8.30552458182092934E1
3.12854545454545407E10	-8.70144510341119215E1
3.12872727272727280E10	-8.84915315223106624E1
3.12890909090909108E10	-8.79763840651604312E1
3.12909090909090892E10	-1.00571147874350864E2
3.12927272727272676E10	-9.13723798076198435E1
3.12945454545454593E10	-9.11429349521860033E1
3.12963636363636333E10	-9.34448677611052503E1
3.12981818181818117E10	-8.54365357118193813E1
3.12999999999999989E10	-8.61364897249965544E1
3.13018181818181906E10	-8.28638764737812394E1
3.13036363636363646E10	-8.69870638634297322E1
3.13054545454545430E10	-1.01290274271858993E2
3.13072727272727303E10	-9.65172832572062944E1
3.13090909090909131E10	-8.68506612609047401E1
3.13109090909090915E10	-8.67173129665208542E1
3.13127272727272743E10	-9.47897779465644597E1
3.13145454545454616E10	-8.43415060172343267E1
3.13163636363636311E10	-8.35499669063112016E1
3.13181818181818139E10	-8.76670833547899697E1
