freq	dBm(fashef)
2.57454545454545380E10	-8.94657011014071024E1
2.57472727272727298E10	-8.70776317380176756E1
2.57490909090909081E10	-8.97273286609729048E1
2.57509090909090910E10	-9.26834389638325717E1
2.57527272727272694E10	-1.01111313742647058E2
2.57545454545454611E10	-8.65220434230553970E1
2.57563636363636306E10	-8.81659911717470379E1
2.57581818181818223E10	-9.65017783172474353E1
2.57600000000000007E10	-9.63707004301672754E1
2.57618181818181835E10	-9.15254474835308329E1
2.57636363636363708E10	-9.51899761936384259E1
2.57654545454545403E10	-9.64215841871471824E1
2.57672727272727276E10	-9.07740528843396888E1
2.57690909090909104E10	-9.40110548089169384E1
2.57709090909090888E10	-8.68443488149059384E1
2.57727272727272716E10	-9.31501153287841355E1
2.57745454545454589E10	-8.96408191972723500E1
2.57763636363636284E10	-1.01158322622751418E2
2.57781818181818201E10	-8.86375493004820036E1
2.57800000000000029E10	-8.76720602972277518E1
2.57818181818181813E10	-8.55905651370511755E1
2.57836363636363686E10	-8.87664981170945744E1
2.57854545454545425E10	-8.22185250991149097E1
2.57872727272727298E10	-8.98694337641552288E1
2.57890909090909082E10	-8.70964671065397589E1
2.57909090909090910E10	-9.06007970021193287E1
2.57927272727272694E10	-1.04517215596782753E2
2.57945454545454611E10	-8.82373688027765546E1
2.57963636363636306E10	-1.00635294729063629E2
2.57981818181818223E10	-9.87963448876788064E1
2.58000000000000007E10	-8.54181457037783076E1
2.58018181818181791E10	-9.03887531564346602E1
2.58036363636363708E10	-1.02027102180555729E2
2.58054545454545403E10	-9.07653815505534922E1
2.58072727272727320E10	-8.93810410475289885E1
2.58090909090909104E10	-8.53582259624591622E1
2.58109090909090932E10	-9.19938244994944654E1
2.58127272727272716E10	-8.64991056356403831E1
2.58145454545454589E10	-8.99932851059337580E1
2.58163636363636328E10	-9.58062584328026290E1
2.58181818181818201E10	-9.44346653913126133E1
2.58199999999999985E10	-9.37333908582199626E1
2.58218181818181813E10	-8.70660512066947589E1
2.58236363636363730E10	-8.68149619355757274E1
2.58254545454545426E10	-9.18596704957398380E1
2.58272727272727298E10	-9.02529514987079118E1
2.58290909090909127E10	-9.69017757096173504E1
2.58309090909090910E10	-9.27871192546787249E1
2.58327272727272739E10	-8.77384030246135538E1
2.58345454545454567E10	-8.50727631402221895E1
2.58363636363636306E10	-9.41194694189501924E1
2.58381818181818179E10	-8.76472822963191511E1
2.58399999999999963E10	-9.67865185068003342E1
2.58418181818181747E10	-8.98749130877964397E1
2.58436363636363708E10	-9.34822547089126132E1
2.58454545454545359E10	-9.43781767141797090E1
2.58472727272727321E10	-9.15847056772662427E1
2.58490909090909105E10	-9.18072293582321386E1
2.58509090909090933E10	-9.43728557488812392E1
2.58527272727272717E10	-1.05982572490875615E2
2.58545454545454634E10	-9.10941410455854061E1
2.58563636363636329E10	-9.19842834562630962E1
2.58581818181818246E10	-9.08069487399659003E1
2.58600000000000030E10	-1.01429604805962947E2
2.58618181818181814E10	-9.74440349079237045E1
2.58636363636363686E10	-9.34324554702309129E1
2.58654545454545426E10	-1.06491225284901314E2
2.58672727272727254E10	-8.61100265046745861E1
2.58690909090909082E10	-8.80336333399809767E1
2.58709090909090866E10	-8.47022601991287694E1
2.58727272727272695E10	-8.58967174410768486E1
2.58745454545454612E10	-1.04698411959511573E2
2.58763636363636262E10	-1.04337213575691790E2
2.58781818181818224E10	-9.07904804810419463E1
2.58800000000000008E10	-9.20383130236166913E1
2.58818181818181836E10	-9.11886698759004233E1
2.58836363636363664E10	-9.23051328431377271E1
2.58854545454545448E10	-9.15718321003805791E1
2.58872727272727277E10	-9.95905215225396034E1
2.58890909090909060E10	-1.07993439086015330E2
2.58909090909090889E10	-9.25611862195407120E1
2.58927272727272673E10	-8.90828665097886230E1
2.58945454545454590E10	-8.59401694931517035E1
2.58963636363636285E10	-8.77542859059826519E1
2.58981818181818202E10	-9.17033435837690014E1
2.58999999999999986E10	-8.87804630433132758E1
2.59018181818181770E10	-9.94562388873908176E1
2.59036363636363731E10	-9.43693004754107001E1
2.59054545454545382E10	-8.66816299216872110E1
2.59072727272727343E10	-9.67105299009718422E1
2.59090909090909127E10	-8.76712355209496863E1
2.59109090909090956E10	-9.29516423589035057E1
2.59127272727272739E10	-9.22352104770980219E1
2.59145454545454568E10	-8.35249652848548152E1
2.59163636363636352E10	-8.76718512823810414E1
2.59181818181818180E10	-8.94653707358799366E1
2.59199999999999964E10	-1.06525541501202659E2
2.59218181818181792E10	-8.30419614955432728E1
2.59236363636363709E10	-9.18764129163266574E1
2.59254545454545404E10	-1.01898092292750020E2
2.59272727272727277E10	-8.86014239533483661E1
2.59290909090909105E10	-8.71249675077420171E1
2.59309090909090889E10	-9.33408716575156028E1
2.59327272727272717E10	-9.14603109954122750E1
2.59345454545454590E10	-8.43832052725932868E1
2.59363636363636285E10	-9.05349269306388216E1
2.59381818181818158E10	-9.64461648105395852E1
2.59399999999999986E10	-8.95441441857046527E1
2.59418181818181770E10	-9.48705798742586026E1
2.59436363636363687E10	-8.90286494315876453E1
2.59454545454545382E10	-8.99156967742879587E1
2.59472727272727299E10	-8.92467393257996733E1
2.59490909090909083E10	-9.26684199387115193E1
2.59509090909090911E10	-8.91093967799589315E1
2.59527272727272695E10	-9.05944230689564733E1
2.59545454545454612E10	-8.83019908616769733E1
2.59563636363636308E10	-8.89806609371899349E1
2.59581818181818225E10	-1.06333506899616492E2
2.59600000000000009E10	-8.94305419242115818E1
2.59618181818181792E10	-8.80727813677142635E1
2.59636363636363665E10	-9.66559499994809990E1
2.59654545454545405E10	-9.24180991039967736E1
2.59672727272727277E10	-9.43720263278808780E1
2.59690909090909106E10	-8.78038560036520188E1
2.59709090909090889E10	-1.01760254508256787E2
2.59727272727272673E10	-8.77783699105036597E1
2.59745454545454590E10	-8.53670331447387731E1
2.59763636363636286E10	-1.00681928638200691E2
2.59781818181818203E10	-9.07602939698221078E1
2.59799999999999986E10	-9.67078808142956703E1
2.59818181818181815E10	-8.79023395376150596E1
2.59836363636363687E10	-9.30693758298405172E1
2.59854545454545427E10	-8.71263023941857107E1
2.59872727272727300E10	-9.91475013919127157E1
2.59890909090909084E10	-9.05561264758060602E1
2.59909090909090867E10	-8.44820917353716361E1
2.59927272727272696E10	-9.16032486008282554E1
2.59945454545454613E10	-8.82943598708162547E1
2.59963636363636308E10	-9.60017635015952209E1
2.59981818181818181E10	-1.13033096448746684E2
2.60000000000000009E10	-8.97330321485027405E1
2.60018181818181793E10	-9.09028033120989143E1
2.60036363636363710E10	-8.71716806132217847E1
2.60054545454545405E10	-9.95266789250356254E1
2.60072727272727322E10	-1.19434848376403258E2
2.60090909090909106E10	-9.65835430836841802E1
2.60109090909090934E10	-9.35163622939525752E1
2.60127272727272718E10	-1.02366148782141742E2
2.60145454545454591E10	-8.57134326125053825E1
2.60163636363636330E10	-9.06468998824848882E1
2.60181818181818203E10	-9.99082001582791079E1
2.60199999999999987E10	-8.77003363543352776E1
2.60218181818181815E10	-9.04067680603097656E1
2.60236363636363688E10	-8.24740324829519267E1
2.60254545454545383E10	-8.92721674877057403E1
2.60272727272727300E10	-1.07726086170838720E2
2.60290909090909128E10	-9.64114623768827173E1
2.60309090909090912E10	-8.76551832317555757E1
2.60327272727272696E10	-8.63472556963336224E1
2.60345454545454569E10	-8.54538662717350839E1
2.60363636363636308E10	-8.66541025762189143E1
2.60381818181818181E10	-8.82517779443626438E1
2.60400000000000009E10	-8.77446971801171394E1
2.60418181818181793E10	-9.19377999937448287E1
2.60436363636363710E10	-9.45327472069504715E1
2.60454545454545405E10	-9.04870281068367177E1
2.60472727272727322E10	-8.71145234299905091E1
2.60490909090909106E10	-8.74337635893963139E1
2.60509090909090890E10	-8.98684136491349683E1
2.60527272727272718E10	-8.50982912896552435E1
2.60545454545454636E10	-8.83494483871741565E1
2.60563636363636331E10	-8.55545465413523587E1
2.60581818181818203E10	-8.67315840152329187E1
2.60600000000000032E10	-1.00321189187457982E2
2.60618181818181816E10	-9.70358108254884577E1
2.60636363636363688E10	-1.02813551631891165E2
2.60654545454545428E10	-1.08226232739328410E2
2.60672727272727300E10	-8.93309808904428770E1
2.60690909090909084E10	-9.44903665141270466E1
2.60709090909090913E10	-9.17547726670644259E1
2.60727272727272696E10	-8.91978161821155879E1
2.60745454545454614E10	-9.50887224203940740E1
2.60763636363636309E10	-8.96666291244482494E1
2.60781818181818226E10	-8.75528901372554458E1
2.60800000000000010E10	-1.07898842108323634E2
2.60818181818181838E10	-8.88876873259194156E1
2.60836363636363666E10	-9.36672567451417848E1
2.60854545454545406E10	-9.02374926810371036E1
2.60872727272727278E10	-1.00116889420107125E2
2.60890909090909062E10	-8.67889639610582009E1
2.60909090909090846E10	-8.87107788841824529E1
2.60927272727272674E10	-9.41061487114845185E1
2.60945454545454592E10	-8.94146484847821554E1
2.60963636363636287E10	-8.55623513128580804E1
2.60981818181818204E10	-1.02981971603069722E2
