freq	delay(2,1)
3.21499999999999986E10	3.92234013567688944E-12
3.21509999999999962E10	3.92396739604067424E-12
3.21520000000000028E10	3.92559567725853364E-12
3.21530000000000049E10	3.92722498235216477E-12
3.21540000000000026E10	3.92885531100476859E-12
3.21550000000000002E10	3.93048666421628434E-12
3.21559999999999979E10	3.93211904425911918E-12
3.21569999999999956E10	3.93375244892102494E-12
3.21580000000000021E10	3.93538688231839195E-12
3.21590000000000042E10	3.93702234370597326E-12
3.21600000000000019E10	3.93865883402282790E-12
3.21609999999999996E10	3.94029635405782841E-12
3.21619999999999973E10	3.94193490537897784E-12
3.21629999999999949E10	3.94357448788282605E-12
3.21640000000000015E10	3.94521510401081299E-12
3.21649999999999991E10	3.94685675236542899E-12
3.21659999999999968E10	3.94849943557009420E-12
3.21669999999999945E10	3.95014315380366554E-12
3.21680000000000010E10	3.95178790854472961E-12
3.21689999999999987E10	3.95343369965856795E-12
3.21700000000000008E10	3.95508052977641000E-12
3.21709999999999985E10	3.95672839647106400E-12
3.21719999999999962E10	3.95837730437176560E-12
3.21730000000000027E10	3.96002725227552643E-12
3.21740000000000004E10	3.96167824074931563E-12
3.21749999999999980E10	3.96333027242199432E-12
3.21760000000000002E10	3.96498334646333639E-12
3.21769999999999978E10	3.96663746410464135E-12
3.21780000000000044E10	3.96829262789552129E-12
3.21790000000000020E10	3.96994883652073050E-12
3.21799999999999997E10	3.97160609188683678E-12
3.21809999999999974E10	3.97326439545242405E-12
3.21820000000000039E10	3.97492374581878227E-12
3.21830000000000060E10	3.97658414685525230E-12
3.21840000000000037E10	3.97824559735637839E-12
3.21850000000000014E10	3.97990809881512630E-12
3.21859999999999991E10	3.98157165268172442E-12
3.21869999999999967E10	3.98323625914415480E-12
3.21880000000000033E10	3.98490191897116475E-12
3.21890000000000009E10	3.98656863410856399E-12
3.21899999999999986E10	3.98823640450667671E-12
3.21909999999999963E10	3.98990523203197522E-12
3.21919999999999940E10	3.99157511548936794E-12
3.21929999999999961E10	3.99324605712479519E-12
3.21940000000000026E10	3.99491805875380734E-12
3.21950000000000003E10	3.99659111972952452E-12
3.21959999999999980E10	3.99826524152831286E-12
3.21969999999999956E10	3.99994042592790366E-12
3.21980000000000022E10	4.00161667191213333E-12
3.21989999999999998E10	4.00329398213287391E-12
3.22000000000000020E10	4.00497235652360128E-12
3.22009999999999996E10	4.00665179597859389E-12
3.22019999999999973E10	4.00833230275474506E-12
3.22030000000000038E10	4.01001387542184240E-12
3.22040000000000015E10	4.01169651691241658E-12
3.22049999999999992E10	4.01338022771171055E-12
3.22060000000000013E10	4.01506500744972783E-12
3.22069999999999990E10	4.01675085841861712E-12
3.22080000000000055E10	4.01843778228014337E-12
3.22090000000000032E10	4.02012577733140652E-12
3.22100000000000009E10	4.02181484641065801E-12
3.22109999999999985E10	4.02350499067754086E-12
3.22120000000000051E10	4.02519620927331268E-12
3.22130000000000027E10	4.02688850510698249E-12
3.22140000000000004E10	4.02858187695378511E-12
3.22149999999999981E10	4.03027632745808351E-12
3.22159999999999958E10	4.03197185786103240E-12
3.22169999999999979E10	4.03366846781823885E-12
3.22180000000000044E10	4.03536615800737408E-12
3.22190000000000021E10	4.03706493033674452E-12
3.22199999999999998E10	4.03876478505438552E-12
3.22209999999999974E10	4.04046572416445393E-12
3.22219999999999951E10	4.04216774743663088E-12
3.22229999999999972E10	4.04387085566801296E-12
3.22240000000000038E10	4.04557505163788989E-12
3.22250000000000014E10	4.04728033392309428E-12
3.22259999999999991E10	4.04898670434836117E-12
3.22269999999999968E10	4.05069416572932894E-12
3.22280000000000033E10	4.05240271524706586E-12
3.22290000000000010E10	4.05411235689052418E-12
3.22300000000000031E10	4.05582309002266683E-12
3.22310000000000008E10	4.05753491626227625E-12
3.22319999999999984E10	4.05924783800622535E-12
3.22330000000000050E10	4.06096185268738097E-12
3.22340000000000027E10	4.06267696307029968E-12
3.22350000000000003E10	4.06439317137630063E-12
3.22360000000000024E10	4.06611047591730745E-12
3.22370000000000001E10	4.06782887994278841E-12
3.22379999999999978E10	4.06954838326276747E-12
3.22389999999999954E10	4.07126898645322388E-12
3.22399999999999931E10	4.07299069220876042E-12
3.22409999999999997E10	4.07471349951154771E-12
3.22419999999999973E10	4.07643740990617687E-12
3.22430000000000039E10	4.07816242539844609E-12
3.22440000000000015E10	4.07988854509885268E-12
3.22449999999999992E10	4.08161577093257844E-12
3.22459999999999969E10	4.08334410484694121E-12
3.22469999999999990E10	4.08507354619081386E-12
3.22480000000000055E10	4.08680409663950428E-12
3.22490000000000032E10	4.08853575697443805E-12
3.22500000000000009E10	4.09026852753385484E-12
3.22509999999999986E10	4.09200241091243999E-12
3.22519999999999962E10	4.09373740627309601E-12
3.22529999999999983E10	4.09547351594047626E-12
3.22540000000000049E10	4.09721074061410206E-12
3.22550000000000026E10	4.09894908026685645E-12
3.22560000000000002E10	4.10068853704877867E-12
3.22569999999999979E10	4.10242911058163795E-12
3.22580000000000044E10	4.10417080301382331E-12
3.22590000000000021E10	4.10591361568123947E-12
3.22600000000000042E10	4.10765754752882728E-12
3.22610000000000019E10	4.10940260134856672E-12
3.22619999999999996E10	4.11114877780312060E-12
3.22629999999999972E10	4.11289607738531959E-12
3.22639999999999949E10	4.11464450156230654E-12
3.22650000000000015E10	4.11639405035210615E-12
3.22659999999999991E10	4.11814472612883353E-12
3.22669999999999968E10	4.11989652908710369E-12
3.22679999999999989E10	4.12164945951736783E-12
3.22689999999999966E10	4.12340351992053300E-12
3.22699999999999942E10	4.12515871022377834E-12
3.22710000000000008E10	4.12691503184266928E-12
3.22719999999999985E10	4.12867248478829652E-12
3.22730000000000050E10	4.13043107139606480E-12
3.22740000000000027E10	4.13219079252590937E-12
3.22750000000000004E10	4.13395164856658326E-12
3.22759999999999980E10	4.13571363944810511E-12
3.22770000000000001E10	4.13747676793711250E-12
3.22780000000000067E10	4.13924103512071184E-12
3.22790000000000044E10	4.14100644042503152E-12
3.22800000000000020E10	4.14277298555774820E-12
3.22809999999999997E10	4.14454067216214828E-12
3.22819999999999974E10	4.14630950012840582E-12
3.22829999999999995E10	4.14807947150190692E-12
3.22840000000000060E10	4.14985058656505323E-12
3.22850000000000037E10	4.15162284666033621E-12
3.22860000000000014E10	4.15339625217182462E-12
3.22869999999999990E10	4.15517080503092640E-12
3.22879999999999967E10	4.15694650549208777E-12
3.22890000000000033E10	4.15872335400347382E-12
3.22900000000000009E10	4.16050135362558393E-12
3.22909999999999986E10	4.16228050318511489E-12
3.22919999999999963E10	4.16406080563778946E-12
3.22929999999999984E10	4.16584225969013744E-12
3.22939999999999960E10	4.16762486889315475E-12
3.22950000000000026E10	4.16940863156670094E-12
3.22960000000000003E10	4.17119355117347990E-12
3.22969999999999979E10	4.17297962768351027E-12
3.22980000000000000E10	4.17476686051096557E-12
3.22989999999999977E10	4.17655525312618003E-12
3.22999999999999954E10	4.17834480575907907E-12
3.23010000000000019E10	4.18013551871022315E-12
3.23019999999999996E10	4.18192739459395835E-12
3.23030000000000062E10	4.18372043257728787E-12
3.23040000000000038E10	4.18551463384088240E-12
3.23050000000000015E10	4.18731000087239291E-12
3.23059999999999992E10	4.18910653389073140E-12
3.23070000000000013E10	4.19090423257651601E-12
3.23080000000000078E10	4.19270310058003925E-12
3.23090000000000055E10	4.19450313667006025E-12
3.23100000000000032E10	4.19630434301565813E-12
3.23110000000000008E10	4.19810672093801429E-12
3.23119999999999985E10	4.19991026988821403E-12
3.23130000000000006E10	4.20171499194665277E-12
3.23139999999999983E10	4.20352088856940043E-12
3.23149999999999959E10	4.20532795898352330E-12
3.23159999999999936E10	4.20713620711668845E-12
3.23169999999999913E10	4.20894563269610877E-12
3.23179999999999978E10	4.21075623496128415E-12
3.23190000000000044E10	4.21256801668598335E-12
3.23200000000000021E10	4.21438097912169329E-12
3.23209999999999997E10	4.21619512294567933E-12
3.23219999999999974E10	4.21801044805249070E-12
3.23229999999999995E10	4.21982695663315965E-12
3.23239999999999972E10	4.22164464998330402E-12
3.23250000000000037E10	4.22346352810761339E-12
3.23260000000000014E10	4.22528359321199076E-12
3.23269999999999991E10	4.22710484562867084E-12
3.23280000000000012E10	4.22892728604850365E-12
3.23289999999999988E10	4.23075091552146088E-12
3.23299999999999965E10	4.23257573732495640E-12
3.23310000000000031E10	4.23440174887854504E-12
3.23320000000000007E10	4.23622895409592726E-12
3.23330000000000073E10	4.23805735194762612E-12
3.23340000000000050E10	4.23988694482648665E-12
3.23350000000000026E10	4.24171773449418321E-12
3.23360000000000003E10	4.24354971999739128E-12
3.23370000000000024E10	4.24538290276342778E-12
3.23380000000000001E10	4.24721728657422304E-12
3.23389999999999977E10	4.24905286838007967E-12
3.23399999999999954E10	4.25088965213960979E-12
3.23409999999999931E10	4.25272763730905812E-12
3.23419999999999996E10	4.25456682562407806E-12
3.23430000000000017E10	4.25640721860284010E-12
3.23439999999999994E10	4.25824881582521542E-12
3.23449999999999971E10	4.26009162021450560E-12
3.23459999999999948E10	4.26193563073773429E-12
3.23469999999999924E10	4.26378085033853349E-12
3.23479999999999990E10	4.26562727910154127E-12
3.23490000000000055E10	4.26747491974216864E-12
3.23500000000000032E10	4.26932377030948196E-12
3.23510000000000009E10	4.27117383451656174E-12
3.23519999999999985E10	4.27302511090490178E-12
3.23530000000000006E10	4.27487760262214600E-12
3.23539999999999983E10	4.27673131144998830E-12
3.23550000000000049E10	4.27858623511025193E-12
3.23560000000000025E10	4.28044237802990768E-12
3.23570000000000002E10	4.28229973983333245E-12
3.23580000000000023E10	4.28415832183323708E-12
3.23590000000000000E10	4.28601812557775919E-12
3.23599999999999977E10	4.28787915068863956E-12
3.23610000000000042E10	4.28974139909580643E-12
3.23620000000000019E10	4.29160487219559883E-12
3.23629999999999995E10	4.29346957010414254E-12
3.23639999999999972E10	4.29533549455112595E-12
3.23649999999999949E10	4.29720264797842422E-12
3.23660000000000014E10	4.29907102876188496E-12
3.23669999999999991E10	4.30094063915336555E-12
3.23680000000000012E10	4.30281148198615515E-12
3.23689999999999989E10	4.30468355529248292E-12
3.23699999999999966E10	4.30655686179080810E-12
3.23709999999999942E10	4.30843140201880814E-12
3.23720000000000008E10	4.31030717850222711E-12
3.23730000000000029E10	4.31218419123925312E-12
3.23740000000000006E10	4.31406244061250099E-12
3.23749999999999982E10	4.31594192905440632E-12
3.23759999999999959E10	4.31782265700025558E-12
3.23769999999999936E10	4.31970462460293270E-12
3.23780000000000001E10	4.32158783609824582E-12
3.23790000000000067E10	4.32347228849978116E-12
3.23800000000000043E10	4.32535798655522807E-12
3.23810000000000020E10	4.32724492900490265E-12
3.23819999999999997E10	4.32913311604824358E-12
3.23830000000000018E10	4.33102255227811561E-12
3.23839999999999995E10	4.33291323619368907E-12
3.23850000000000060E10	4.33480516968698915E-12
3.23860000000000037E10	4.33669835355570221E-12
3.23870000000000013E10	4.33859278954394956E-12
3.23879999999999990E10	4.34048847751756295E-12
3.23889999999999967E10	4.34238541998394378E-12
3.23899999999999988E10	4.34428361685769993E-12
3.23909999999999965E10	4.34618307033442797E-12
3.23919999999999941E10	4.34808378120052375E-12
3.23930000000000007E10	4.34998575024058010E-12
3.23939999999999984E10	4.35188897863650581E-12
3.23949999999999960E10	4.35379346774944143E-12
3.23960000000000026E10	4.35569921807316263E-12
3.23970000000000002E10	4.35760623138546421E-12
3.23980000000000024E10	4.35951450921345707E-12
3.23990000000000000E10	4.36142405096118146E-12
3.23999999999999977E10	4.36333486048479902E-12
3.24009999999999954E10	4.36524693654569873E-12
3.24020000000000019E10	4.36716028085653019E-12
3.24030000000000040E10	4.36907489452539988E-12
3.24040000000000017E10	4.37099077906702504E-12
3.24049999999999994E10	4.37290793567166780E-12
3.24059999999999970E10	4.37482636542982206E-12
3.24069999999999947E10	4.37674606839967950E-12
3.24080000000000013E10	4.37866704769012927E-12
3.24090000000000078E10	4.38058930205751906E-12
3.24100000000000055E10	4.38251283411262182E-12
3.24110000000000031E10	4.38443764555125082E-12
3.24120000000000008E10	4.38636373608974850E-12
3.24129999999999985E10	4.38829110773137465E-12
3.24140000000000006E10	4.39021976130131986E-12
3.24149999999999983E10	4.39214969821213153E-12
3.24159999999999959E10	4.39408091920702848E-12
3.24169999999999936E10	4.39601342572520970E-12
3.24180000000000001E10	4.39794721808552413E-12
3.24189999999999978E10	4.39988229966499844E-12
3.24199999999999999E10	4.40181866910288466E-12
3.24209999999999976E10	4.40375632911310610E-12
3.24219999999999953E10	4.40569528066506777E-12
3.24230000000000018E10	4.40763552350783527E-12
3.24239999999999995E10	4.40957705999434602E-12
3.24249999999999972E10	4.41151989236322439E-12
3.24260000000000037E10	4.41346401925788356E-12
3.24270000000000014E10	4.41540944386886736E-12
3.24280000000000035E10	4.41735616629655503E-12
3.24290000000000012E10	4.41930418704367689E-12
3.24299999999999988E10	4.42125350975697273E-12
3.24309999999999965E10	4.42320413300431881E-12
3.24320000000000030E10	4.42515605925991551E-12
3.24330000000000052E10	4.42710928987250529E-12
3.24340000000000028E10	4.42906382573776991E-12
3.24350000000000005E10	4.43101966724653007E-12
3.24359999999999982E10	4.43297681605778227E-12
3.24369999999999958E10	4.43493527378150176E-12
3.24380000000000024E10	4.43689504176214022E-12
3.24390000000000001E10	4.43885611998084872E-12
3.24399999999999977E10	4.44081851038282949E-12
3.24409999999999954E10	4.44278221451428390E-12
3.24419999999999931E10	4.44474723150898932E-12
3.24429999999999996E10	4.44671356683768959E-12
3.24440000000000017E10	4.44868121814572781E-12
3.24449999999999994E10	4.45065018602587870E-12
3.24459999999999971E10	4.45262047448818787E-12
3.24469999999999947E10	4.45459208188439515E-12
3.24480000000000013E10	4.45656501224871437E-12
3.24489999999999990E10	4.45853926528009392E-12
3.24500000000000011E10	4.46051484170391532E-12
3.24509999999999987E10	4.46249174315301733E-12
3.24519999999999964E10	4.46446997149911873E-12
3.24530000000000030E10	4.46644952604054435E-12
3.24540000000000006E10	4.46843041106455452E-12
3.24549999999999983E10	4.47041262502345305E-12
3.24560000000000048E10	4.47239617001188972E-12
3.24570000000000025E10	4.47438104813871362E-12
3.24580000000000046E10	4.47636725797399304E-12
3.24590000000000023E10	4.47835480341537107E-12
3.24600000000000000E10	4.48034368507941494E-12
3.24609999999999976E10	4.48233390306541057E-12
3.24620000000000042E10	4.48432546048108271E-12
3.24630000000000019E10	4.48631835680617730E-12
3.24639999999999995E10	4.48831259449174702E-12
3.24649999999999972E10	4.49030817300897844E-12
3.24659999999999949E10	4.49230509504466724E-12
3.24669999999999970E10	4.49430336096133853E-12
3.24680000000000035E10	4.49630297316528882E-12
3.24690000000000012E10	4.49830393156023867E-12
3.24699999999999989E10	4.50030623754372883E-12
3.24709999999999965E10	4.50230989345953247E-12
3.24719999999999942E10	4.50431489905010896E-12
3.24730000000000008E10	4.50632125731265010E-12
3.24740000000000029E10	4.50832896684374340E-12
3.24750000000000005E10	4.51033803194734695E-12
3.24759999999999982E10	4.51234845256530548E-12
3.24769999999999959E10	4.51436022816857996E-12
3.24780000000000024E10	4.51637336193644590E-12
3.24790000000000001E10	4.51838785488559846E-12
3.24800000000000022E10	4.52040370772536804E-12
3.24809999999999999E10	4.52242092252747341E-12
3.24819999999999975E10	4.52443949953542912E-12
3.24830000000000041E10	4.52645943986757260E-12
3.24840000000000018E10	4.52848074659280808E-12
3.24849999999999994E10	4.53050341903393683E-12
3.24860000000000060E10	4.53252745898678633E-12
3.24870000000000037E10	4.53455286839922778E-12
3.24880000000000013E10	4.53657964687654403E-12
3.24889999999999990E10	4.53860779670605829E-12
3.24899999999999967E10	4.54063732037510803E-12
3.24909999999999988E10	4.54266821604439919E-12
3.24919999999999964E10	4.54470048776641011E-12
3.24930000000000030E10	4.54673413601489873E-12
3.24940000000000007E10	4.54876916082818639E-12
3.24949999999999983E10	4.55080556475463105E-12
3.24959999999999960E10	4.55284334900273446E-12
3.24969999999999981E10	4.55488251373174435E-12
3.24980000000000047E10	4.55692306147905679E-12
3.24990000000000023E10	4.55896499343375616E-12
3.25000000000000000E10	4.56100830944427305E-12
3.25009999999999977E10	4.56305301325586576E-12
3.25019999999999953E10	4.56509910312857414E-12
3.25030000000000019E10	4.56714658250600447E-12
3.25040000000000040E10	4.56919545137289962E-12
3.25050000000000017E10	4.57124571185554185E-12
3.25059999999999993E10	4.57329736533124720E-12
3.25069999999999970E10	4.57535041302557399E-12
3.25080000000000036E10	4.57740485498181826E-12
3.25090000000000012E10	4.57946069409565748E-12
3.25100000000000033E10	4.58151793029316856E-12
3.25110000000000010E10	4.58357656582492012E-12
3.25119999999999987E10	4.58563660028789677E-12
3.25129999999999963E10	4.58769803740878146E-12
3.25139999999999940E10	4.58976087756293261E-12
3.25150000000000006E10	4.59182512078878080E-12
3.25159999999999982E10	4.59389077001889046E-12
3.25169999999999959E10	4.59595782551616594E-12
3.25180000000000025E10	4.59802628900290955E-12
3.25190000000000001E10	4.60009616213694095E-12
3.25199999999999978E10	4.60216744543356082E-12
3.25209999999999999E10	4.60424014027622519E-12
3.25219999999999976E10	4.60631424835259473E-12
3.25230000000000041E10	4.60838977012621331E-12
3.25240000000000018E10	4.61046670755299015E-12
3.25249999999999995E10	4.61254506356492033E-12
3.25259999999999971E10	4.61462483574191040E-12
3.25269999999999992E10	4.61670602824619269E-12
3.25280000000000058E10	4.61878864287734192E-12
3.25290000000000035E10	4.62087267767932630E-12
3.25300000000000011E10	4.62295813642335673E-12
3.25309999999999988E10	4.62504502001365747E-12
3.25319999999999965E10	4.62713332981163816E-12
3.25330000000000030E10	4.62922306647100079E-12
3.25340000000000051E10	4.63131423197503445E-12
3.25350000000000028E10	4.63340682637864720E-12
3.25360000000000005E10	4.63550085424360780E-12
3.25369999999999981E10	4.63759631227720437E-12
3.25379999999999958E10	4.63969320523007678E-12
3.25390000000000024E10	4.64179153363130581E-12
3.25400000000000000E10	4.64389129814801116E-12
3.25409999999999977E10	4.64599250050901524E-12
3.25419999999999954E10	4.64809514125810619E-12
3.25429999999999975E10	4.65019922356728443E-12
3.25439999999999952E10	4.65230474773489533E-12
3.25450000000000017E10	4.65441171413800792E-12
3.25459999999999994E10	4.65652012423901329E-12
3.25469999999999970E10	4.65862998193855127E-12
3.25480000000000036E10	4.66074128538820975E-12
3.25490000000000013E10	4.66285403895134465E-12
3.25499999999999989E10	4.66496824039560209E-12
3.25510000000000010E10	4.66708389329014661E-12
3.25519999999999987E10	4.66920099954883838E-12
3.25530000000000053E10	4.67131955820401856E-12
3.25540000000000029E10	4.67343957144588540E-12
3.25550000000000006E10	4.67556104275000628E-12
3.25559999999999983E10	4.67768397076071629E-12
3.25570000000000004E10	4.67980835852036403E-12
3.25580000000000069E10	4.68193420590433718E-12
3.25590000000000046E10	4.68406151524594083E-12
3.25600000000000023E10	4.68619028799985404E-12
3.25609999999999999E10	4.68832052444430669E-12
3.25619999999999976E10	4.69045222729465827E-12
3.25630000000000042E10	4.69258539804540220E-12
3.25640000000000018E10	4.69472003631677204E-12
3.25649999999999995E10	4.69685614416788244E-12
3.25659999999999972E10	4.69899372445784991E-12
3.25669999999999948E10	4.70113277565027765E-12
3.25679999999999970E10	4.70327330220728701E-12
3.25690000000000035E10	4.70541530282516529E-12
3.25700000000000012E10	4.70755878110935466E-12
3.25709999999999988E10	4.70970373830907807E-12
3.25719999999999965E10	4.71185017292340280E-12
3.25729999999999986E10	4.71399808828024103E-12
3.25739999999999963E10	4.71614748714726773E-12
3.25750000000000028E10	4.71829836904534439E-12
3.25760000000000005E10	4.72045073534876281E-12
3.25769999999999982E10	4.72260458827219320E-12
3.25780000000000047E10	4.72475992795360433E-12
3.25790000000000024E10	4.72691675747590523E-12
3.25800000000000001E10	4.72907507700178265E-12
3.25810000000000022E10	4.73123488806947456E-12
3.25819999999999999E10	4.73339619246761067E-12
3.25830000000000064E10	4.73555899177019768E-12
3.25840000000000041E10	4.73772328581713964E-12
3.25850000000000017E10	4.73988907877314336E-12
3.25859999999999994E10	4.74205636828441524E-12
3.25870000000000015E10	4.74422515978114845E-12
3.25879999999999992E10	4.74639545162418663E-12
3.25889999999999969E10	4.74856724586547507E-12
3.25899999999999945E10	4.75074054587550254E-12
3.25909999999999922E10	4.75291535115425656E-12
3.25919999999999987E10	4.75509166243244863E-12
3.25930000000000053E10	4.75726948292641261E-12
3.25940000000000030E10	4.75944881248985929E-12
3.25950000000000006E10	4.76162965435198693E-12
3.25959999999999983E10	4.76381200799311344E-12
3.25969999999999960E10	4.76599587499032484E-12
3.25979999999999981E10	4.76818125858615183E-12
3.25990000000000046E10	4.77036815835884731E-12
3.26000000000000023E10	4.77255657635398922E-12
3.26010000000000000E10	4.77474651436269415E-12
3.26019999999999976E10	4.77693797372719509E-12
3.26029999999999998E10	4.77913095432770607E-12
3.26039999999999974E10	4.78132546014105930E-12
3.26050000000000040E10	4.78352149017408657E-12
3.26060000000000016E10	4.78571904805045278E-12
3.26069999999999993E10	4.78791813270386957E-12
3.26080000000000059E10	4.79011874795344550E-12
3.26090000000000035E10	4.79232089441655873E-12
3.26100000000000012E10	4.79452457218884476E-12
3.26110000000000033E10	4.79672978448843246E-12
3.26120000000000010E10	4.79893653250777774E-12
3.26129999999999987E10	4.80114481716393460E-12
3.26139999999999963E10	4.80335463938014140E-12
3.26149999999999940E10	4.80556600125644984E-12
3.26160000000000005E10	4.80777890413990594E-12
3.26169999999999982E10	4.80999335014697138E-12
3.26180000000000003E10	4.81220933852342547E-12
3.26189999999999980E10	4.81442687291206539E-12
3.26199999999999957E10	4.81664595514517391E-12
3.26209999999999933E10	4.81886658493960240E-12
3.26219999999999999E10	4.82108876441354450E-12
3.26230000000000064E10	4.82331249451090649E-12
3.26240000000000041E10	4.82553777672461148E-12
3.26250000000000018E10	4.82776461443261962E-12
3.26259999999999994E10	4.82999300638932461E-12
3.26269999999999971E10	4.83222295526274959E-12
3.26279999999999992E10	4.83445446389844591E-12
3.26290000000000058E10	4.83668753124068118E-12
3.26300000000000034E10	4.83892215909308732E-12
3.26310000000000011E10	4.84115835163700137E-12
3.26319999999999988E10	4.84339610757742989E-12
3.26330000000000009E10	4.84563543032769051E-12
3.26339999999999986E10	4.84787631814400122E-12
3.26350000000000051E10	4.85011877574606487E-12
3.26360000000000028E10	4.85236280315116364E-12
3.26370000000000005E10	4.85460840162468443E-12
3.26379999999999981E10	4.85685557380506872E-12
3.26389999999999958E10	4.85910432029101802E-12
3.26400000000000023E10	4.86135464309430532E-12
3.26410000000000000E10	4.86360654333517406E-12
3.26419999999999977E10	4.86586002280560947E-12
3.26429999999999998E10	4.86811508093037304E-12
3.26439999999999975E10	4.87037172332230917E-12
3.26449999999999951E10	4.87262994749542244E-12
3.26460000000000017E10	4.87488975675653169E-12
3.26469999999999994E10	4.87715115378800590E-12
3.26480000000000015E10	4.87941413683816716E-12
3.26489999999999991E10	4.88167870979849727E-12
3.26499999999999968E10	4.88394487429952928E-12
3.26509999999999945E10	4.88621263119465166E-12
3.26520000000000010E10	4.88848198079751484E-12
3.26530000000000076E10	4.89075292705642184E-12
3.26540000000000052E10	4.89302547010076783E-12
3.26550000000000029E10	4.89529961188218099E-12
3.26560000000000006E10	4.89757535174832448E-12
3.26569999999999983E10	4.89985269426888692E-12
3.26580000000000004E10	4.90213163961860587E-12
3.26590000000000069E10	4.90441218881319507E-12
3.26600000000000046E10	4.90669434425749529E-12
3.26610000000000023E10	4.90897810706176241E-12
3.26619999999999999E10	4.91126347839596900E-12
3.26629999999999976E10	4.91355046059607403E-12
3.26639999999999997E10	4.91583905524683473E-12
3.26649999999999974E10	4.91812926248856730E-12
3.26659999999999950E10	4.92042108565100289E-12
3.26669999999999927E10	4.92271452474364946E-12
3.26679999999999993E10	4.92500958194107952E-12
3.26689999999999969E10	4.92730625929063137E-12
3.26700000000000035E10	4.92960455729515878E-12
3.26710000000000012E10	4.93190447847687974E-12
3.26719999999999988E10	4.93420602319764434E-12
3.26730000000000009E10	4.93650919325356785E-12
3.26739999999999986E10	4.93881399124385378E-12
3.26749999999999963E10	4.94112041829350268E-12
3.26760000000000028E10	4.94342847550070985E-12
3.26770000000000005E10	4.94573816510047060E-12
3.26780000000000026E10	4.94804948794586430E-12
3.26790000000000003E10	4.95036244527317404E-12
3.26799999999999979E10	4.95267703927289027E-12
3.26809999999999956E10	4.95499327133789524E-12
3.26820000000000022E10	4.95731114354785163E-12
3.26830000000000087E10	4.95963065629968636E-12
3.26840000000000064E10	4.96195181165439969E-12
3.26850000000000041E10	4.96427461218939126E-12
3.26860000000000017E10	4.96659905789309164E-12
3.26869999999999994E10	4.96892515056138162E-12
3.26880000000000015E10	4.97125289420724847E-12
3.26889999999999992E10	4.97358228655250478E-12
3.26899999999999968E10	4.97591333200326247E-12
3.26909999999999945E10	4.97824603122279097E-12
3.26919999999999922E10	4.98058038464512798E-12
3.26929999999999987E10	4.98291639627766436E-12
3.26940000000000008E10	4.98525406545685001E-12
3.26949999999999985E10	4.98759339444948679E-12
3.26959999999999962E10	4.98993438574349391E-12
3.26969999999999938E10	4.99227704022059271E-12
3.26980000000000004E10	4.99462135931496753E-12
3.26989999999999981E10	4.99696734455053182E-12
3.27000000000000046E10	4.99931499764365839E-12
3.27010000000000023E10	5.00166432006776063E-12
3.27020000000000000E10	5.00401531333823257E-12
3.27030000000000021E10	5.00636798008894601E-12
3.27039999999999997E10	5.00872232112161520E-12
3.27049999999999974E10	5.01107833739184105E-12
3.27060000000000040E10	5.01343603095851797E-12
3.27070000000000016E10	5.01579540434175897E-12
3.27080000000000037E10	5.01815645768914997E-12
3.27090000000000014E10	5.02051919455895046E-12
3.27099999999999991E10	5.02288361386395543E-12
3.27109999999999967E10	5.02524971997426029E-12
3.27120000000000033E10	5.02761751227788078E-12
3.27130000000000010E10	5.02998699318388098E-12
3.27139999999999986E10	5.03235816445590167E-12
3.27149999999999963E10	5.03473102814289053E-12
3.27159999999999940E10	5.03710558564129141E-12
3.27170000000000005E10	5.03948183754310364E-12
3.27180000000000026E10	5.04185978793263168E-12
3.27190000000000003E10	5.04423943463192614E-12
3.27199999999999980E10	5.04662078300169181E-12
3.27209999999999956E10	5.04900383221176163E-12
3.27219999999999933E10	5.05138858438565297E-12
3.27229999999999999E10	5.05377504156911073E-12
3.27240000000000020E10	5.05616320546356857E-12
3.27249999999999996E10	5.05855307743481930E-12
3.27259999999999973E10	5.06094465970141627E-12
3.27269999999999950E10	5.06333795264771069E-12
3.27280000000000015E10	5.06573295984788174E-12
3.27289999999999992E10	5.06812968114217721E-12
3.27300000000000058E10	5.07052811851644769E-12
3.27310000000000034E10	5.07292827456443796E-12
3.27320000000000011E10	5.07533014972900265E-12
3.27330000000000032E10	5.07773374664964017E-12
3.27340000000000009E10	5.08013906654802927E-12
3.27349999999999985E10	5.08254611101536113E-12
3.27360000000000051E10	5.08495488220890213E-12
3.27370000000000028E10	5.08736538102108060E-12
3.27380000000000004E10	5.08977760887511010E-12
3.27389999999999981E10	5.09219157032655012E-12
3.27399999999999958E10	5.09460726232567662E-12
3.27409999999999979E10	5.09702468975242606E-12
3.27419999999999956E10	5.09944385259769906E-12
3.27430000000000021E10	5.10186475452608779E-12
3.27439999999999998E10	5.10428739539754428E-12
3.27449999999999974E10	5.10671177815894328E-12
3.27459999999999951E10	5.10913790407362978E-12
3.27470000000000017E10	5.11156577410733259E-12
3.27480000000000038E10	5.11399539033186024E-12
3.27490000000000014E10	5.11642675423970594E-12
3.27499999999999991E10	5.11885986890170308E-12
3.27509999999999968E10	5.12129473435983673E-12
3.27519999999999945E10	5.12373135244817757E-12
3.27530000000000010E10	5.12616972631189238E-12
3.27540000000000031E10	5.12860985652554824E-12
3.27550000000000008E10	5.13105174456795332E-12
3.27559999999999985E10	5.13349539383355591E-12
3.27569999999999961E10	5.13594080180770884E-12
