freq	delay(2,1)
3.05389999999999961E10	2.20890871777352560E-12
3.05399999999999983E10	2.20959006086209397E-12
3.05409999999999959E10	2.21027172290117191E-12
3.05419999999999936E10	2.21095370469397157E-12
3.05430000000000001E10	2.21163600632458301E-12
3.05440000000000023E10	2.21231862820576808E-12
3.05449999999999999E10	2.21300157018660348E-12
3.05459999999999976E10	2.21368483217291256E-12
3.05469999999999953E10	2.21436841516124039E-12
3.05480000000000018E10	2.21505231876188979E-12
3.05489999999999995E10	2.21573654301842460E-12
3.05500000000000016E10	2.21642108862240317E-12
3.05509999999999993E10	2.21710595576724412E-12
3.05520000000000014E10	2.21779114430329338E-12
3.05530000000000035E10	2.21847665508830572E-12
3.05540000000000012E10	2.21916248776300318E-12
3.05549999999999988E10	2.21984864259795156E-12
3.05560000000000009E10	2.22053511948927529E-12
3.05569999999999986E10	2.22122191937671953E-12
3.05580000000000052E10	2.22190904153547830E-12
3.05590000000000028E10	2.22259648720672276E-12
3.05600000000000005E10	2.22328425597376889E-12
3.05609999999999982E10	2.22397234834483148E-12
3.05620000000000003E10	2.22466076385664024E-12
3.05629999999999979E10	2.22534950332336656E-12
3.05640000000000001E10	2.22603856718039417E-12
3.05649999999999977E10	2.22672795556939862E-12
3.05659999999999954E10	2.22741766763064364E-12
3.05669999999999975E10	2.22810770452724194E-12
3.05679999999999996E10	2.22879806609741715E-12
3.05689999999999973E10	2.22948875300998051E-12
3.05699999999999994E10	2.23017976499633885E-12
3.05709999999999971E10	2.23087110232286756E-12
3.05719999999999947E10	2.23156276591269220E-12
3.05730000000000013E10	2.23225475475134782E-12
3.05740000000000034E10	2.23294706979314483E-12
3.05750000000000011E10	2.23363971143466999E-12
3.05759999999999987E10	2.23433267889238119E-12
3.05769999999999964E10	2.23502597346148946E-12
3.05780000000000030E10	2.23571959519111019E-12
3.05790000000000006E10	2.23641354337472853E-12
3.05800000000000027E10	2.23710781951333937E-12
3.05810000000000004E10	2.23780242268988605E-12
3.05820000000000025E10	2.23849735367099534E-12
3.05830000000000046E10	2.23919261273674053E-12
3.05840000000000023E10	2.23988819991580890E-12
3.05850000000000000E10	2.24058411497262000E-12
3.05860000000000021E10	2.24128035918581414E-12
3.05869999999999997E10	2.24197693187319214E-12
3.05880000000000019E10	2.24267383323039216E-12
3.05889999999999995E10	2.24337106423631871E-12
3.05899999999999972E10	2.24406862466799462E-12
3.05909999999999993E10	2.24476651454761500E-12
3.05919999999999970E10	2.24546473372727640E-12
3.05929999999999991E10	2.24616328314220359E-12
3.05940000000000012E10	2.24686216309874887E-12
3.05949999999999989E10	2.24756137321218619E-12
3.05959999999999965E10	2.24826091356356983E-12
3.05969999999999986E10	2.24896078552457457E-12
3.05980000000000008E10	2.24966098798202330E-12
3.05989999999999984E10	2.25036152188956962E-12
3.06000000000000005E10	2.25106238678108284E-12
3.06009999999999982E10	2.25176358407994304E-12
3.06019999999999959E10	2.25246511301802066E-12
3.06030000000000024E10	2.25316697389243670E-12
3.06040000000000045E10	2.25386916674022819E-12
