freq	dB(S(2,1))
3.27249999999999996E10	-1.61604597363729452E2
3.27259999999999973E10	-1.61589284928914312E2
3.27269999999999950E10	-1.61573969138864304E2
3.27280000000000015E10	-1.61558649991951908E2
3.27289999999999992E10	-1.61543327486548405E2
3.27300000000000058E10	-1.61528001621023698E2
3.27310000000000034E10	-1.61512672393746537E2
3.27320000000000011E10	-1.61497339803084716E2
3.27330000000000032E10	-1.61482003847404632E2
3.27340000000000009E10	-1.61466664525071524E2
3.27349999999999985E10	-1.61451321834449635E2
3.27360000000000051E10	-1.61435975773901896E2
3.27370000000000028E10	-1.61420626341789952E2
3.27380000000000004E10	-1.61405273536474558E2
3.27389999999999981E10	-1.61389917356314894E2
3.27399999999999958E10	-1.61374557799669271E2
3.27409999999999979E10	-1.61359194864894739E2
3.27419999999999956E10	-1.61343828550347124E2
3.27430000000000021E10	-1.61328458854380985E2
3.27439999999999998E10	-1.61313085775349951E2
3.27449999999999974E10	-1.61297709311606075E2
3.27459999999999951E10	-1.61282329461500540E2
3.27470000000000017E10	-1.61266946223383312E2
3.27480000000000038E10	-1.61251559595602889E2
3.27490000000000014E10	-1.61236169576506905E2
3.27499999999999991E10	-1.61220776164441659E2
3.27509999999999968E10	-1.61205379357752099E2
3.27519999999999945E10	-1.61189979154782326E2
3.27530000000000010E10	-1.61174575553875021E2
3.27540000000000031E10	-1.61159168553371468E2
3.27550000000000008E10	-1.61143758151612149E2
3.27559999999999985E10	-1.61128344346936170E2
3.27569999999999961E10	-1.61112927137681305E2
3.27580000000000027E10	-1.61097506522184264E2
3.27590000000000003E10	-1.61082082498780710E2
3.27600000000000069E10	-1.61066655065804620E2
3.27610000000000046E10	-1.61051224221589218E2
3.27620000000000022E10	-1.61035789964466436E2
3.27629999999999999E10	-1.61020352292766722E2
3.27639999999999976E10	-1.61004911204819590E2
3.27649999999999997E10	-1.60989466698953332E2
3.27659999999999973E10	-1.60974018773494687E2
3.27669999999999950E10	-1.60958567426769728E2
3.27680000000000016E10	-1.60943112657102927E2
3.27689999999999992E10	-1.60927654462817560E2
3.27699999999999969E10	-1.60912192842235768E2
3.27709999999999990E10	-1.60896727793678518E2
3.27719999999999967E10	-1.60881259315465353E2
3.27730000000000032E10	-1.60865787405914906E2
3.27740000000000009E10	-1.60850312063344392E2
3.27749999999999986E10	-1.60834833286069667E2
3.27759999999999962E10	-1.60819351072405614E2
3.27770000000000028E10	-1.60803865420665804E2
3.27780000000000049E10	-1.60788376329162430E2
3.27790000000000026E10	-1.60772883796206822E2
3.27800000000000002E10	-1.60757387820108555E2
3.27809999999999979E10	-1.60741888399176425E2
3.27819999999999956E10	-1.60726385531717852E2
3.27830000000000021E10	-1.60710879216038949E2
3.27840000000000042E10	-1.60695369450444536E2
3.27850000000000019E10	-1.60679856233238416E2
3.27859999999999996E10	-1.60664339562723013E2
3.27869999999999973E10	-1.60648819437199419E2
3.27879999999999949E10	-1.60633295854967839E2
3.27890000000000015E10	-1.60617768814326700E2
3.27899999999999991E10	-1.60602238313573653E2
3.27909999999999968E10	-1.60586704351004994E2
3.27919999999999945E10	-1.60571166924915465E2
3.27930000000000010E10	-1.60555626033598964E2
3.27939999999999987E10	-1.60540081675348034E2
3.27950000000000008E10	-1.60524533848453710E2
3.27959999999999985E10	-1.60508982551206114E2
3.27969999999999962E10	-1.60493427781894016E2
3.27980000000000027E10	-1.60477869538804763E2
3.27990000000000004E10	-1.60462307820224659E2
3.27999999999999980E10	-1.60446742624438654E2
3.28010000000000002E10	-1.60431173949730477E2
3.28019999999999978E10	-1.60415601794382501E2
3.28030000000000044E10	-1.60400026156676079E2
3.28040000000000020E10	-1.60384447034890876E2
3.28049999999999997E10	-1.60368864427305802E2
3.28059999999999974E10	-1.60353278332198212E2
3.28070000000000039E10	-1.60337688747844176E2
3.28080000000000060E10	-1.60322095672518516E2
3.28090000000000037E10	-1.60306499104495015E2
3.28100000000000014E10	-1.60290899042045742E2
3.28109999999999991E10	-1.60275295483442082E2
3.28119999999999967E10	-1.60259688426953639E2
3.28130000000000033E10	-1.60244077870848867E2
3.28140000000000009E10	-1.60228463813395128E2
3.28149999999999986E10	-1.60212846252858476E2
3.28159999999999963E10	-1.60197225187503345E2
3.28169999999999940E10	-1.60181600615593345E2
3.28179999999999961E10	-1.60165972535390710E2
3.28190000000000026E10	-1.60150340945156033E2
3.28200000000000003E10	-1.60134705843149017E2
3.28209999999999980E10	-1.60119067227628054E2
3.28219999999999956E10	-1.60103425096849961E2
3.28230000000000022E10	-1.60087779449070555E2
3.28239999999999998E10	-1.60072130282544367E2
3.28250000000000020E10	-1.60056477595524393E2
3.28259999999999996E10	-1.60040821386262566E2
3.28269999999999973E10	-1.60025161653009529E2
3.28280000000000038E10	-1.60009498394014393E2
3.28290000000000015E10	-1.59993831607525183E2
3.28299999999999992E10	-1.59978161291788812E2
3.28310000000000013E10	-1.59962487445050416E2
3.28319999999999990E10	-1.59946810065554290E2
3.28330000000000055E10	-1.59931129151543017E2
3.28340000000000032E10	-1.59915444701258158E2
3.28350000000000009E10	-1.59899756712940144E2
3.28359999999999985E10	-1.59884065184827562E2
3.28370000000000051E10	-1.59868370115158220E2
3.28380000000000027E10	-1.59852671502168375E2
3.28390000000000004E10	-1.59836969344092950E2
3.28399999999999981E10	-1.59821263639165645E2
3.28409999999999958E10	-1.59805554385618853E2
3.28419999999999979E10	-1.59789841581683545E2
3.28430000000000044E10	-1.59774125225589647E2
3.28440000000000021E10	-1.59758405315565510E2
3.28449999999999998E10	-1.59742681849838175E2
3.28459999999999974E10	-1.59726954826633549E2
3.28469999999999951E10	-1.59711224244176120E2
3.28479999999999972E10	-1.59695490100688997E2
3.28490000000000038E10	-1.59679752394394070E2
3.28500000000000014E10	-1.59664011123512006E2
3.28509999999999991E10	-1.59648266286261786E2
3.28519999999999968E10	-1.59632517880861435E2
3.28530000000000033E10	-1.59616765905527558E2
3.28540000000000010E10	-1.59601010358475248E2
3.28550000000000031E10	-1.59585251237918535E2
3.28560000000000008E10	-1.59569488542070070E2
3.28569999999999984E10	-1.59553722269140907E2
3.28580000000000050E10	-1.59537952417341100E2
3.28590000000000027E10	-1.59522178984879348E2
3.28600000000000003E10	-1.59506401969962663E2
3.28610000000000024E10	-1.59490621370797125E2
3.28620000000000001E10	-1.59474837185587370E2
3.28629999999999978E10	-1.59459049412536480E2
3.28639999999999954E10	-1.59443258049846515E2
3.28649999999999931E10	-1.59427463095718114E2
3.28659999999999997E10	-1.59411664548350229E2
3.28669999999999973E10	-1.59395862405940925E2
3.28680000000000039E10	-1.59380056666686909E2
3.28690000000000015E10	-1.59364247328783026E2
3.28699999999999992E10	-1.59348434390423366E2
3.28709999999999969E10	-1.59332617849800506E2
3.28719999999999990E10	-1.59316797705105317E2
3.28730000000000055E10	-1.59300973954527714E2
3.28740000000000032E10	-1.59285146596256366E2
3.28750000000000009E10	-1.59269315628478081E2
3.28759999999999986E10	-1.59253481049378709E2
3.28769999999999962E10	-1.59237642857142747E2
3.28779999999999983E10	-1.59221801049953027E2
3.28790000000000049E10	-1.59205955625991269E2
3.28800000000000026E10	-1.59190106583437929E2
3.28810000000000002E10	-1.59174253920471753E2
3.28819999999999979E10	-1.59158397635270421E2
3.28830000000000044E10	-1.59142537726010258E2
3.28840000000000021E10	-1.59126674190865858E2
3.28850000000000042E10	-1.59110807028010903E2
3.28860000000000019E10	-1.59094936235617523E2
3.28869999999999996E10	-1.59079061811856293E2
3.28879999999999972E10	-1.59063183754896786E2
3.28889999999999949E10	-1.59047302062906826E2
3.28900000000000015E10	-1.59031416734053188E2
3.28909999999999991E10	-1.59015527766501030E2
3.28919999999999968E10	-1.58999635158414243E2
3.28929999999999989E10	-1.58983738907955297E2
3.28939999999999966E10	-1.58967839013285417E2
3.28949999999999942E10	-1.58951935472564165E2
3.28960000000000008E10	-1.58936028283950082E2
3.28969999999999985E10	-1.58920117445600040E2
3.28980000000000050E10	-1.58904202955669605E2
3.28990000000000027E10	-1.58888284812312919E2
3.29000000000000004E10	-1.58872363013683016E2
3.29009999999999980E10	-1.58856437557931018E2
3.29020000000000001E10	-1.58840508443207207E2
3.29030000000000067E10	-1.58824575667660040E2
3.29040000000000044E10	-1.58808639229436865E2
3.29050000000000020E10	-1.58792699126683390E2
3.29059999999999997E10	-1.58776755357544297E2
3.29069999999999974E10	-1.58760807920162361E2
3.29079999999999995E10	-1.58744856812679447E2
3.29090000000000060E10	-1.58728902033235753E2
3.29100000000000037E10	-1.58712943579969989E2
3.29110000000000014E10	-1.58696981451019736E2
3.29119999999999990E10	-1.58681015644521084E2
3.29129999999999967E10	-1.58665046158608503E2
3.29140000000000033E10	-1.58649072991415307E2
3.29150000000000009E10	-1.58633096141073282E2
3.29159999999999986E10	-1.58617115605712855E2
3.29169999999999963E10	-1.58601131383462968E2
3.29179999999999984E10	-1.58585143472451340E2
3.29189999999999960E10	-1.58569151870803982E2
3.29200000000000026E10	-1.58553156576645660E2
3.29210000000000003E10	-1.58537157588099720E2
3.29219999999999979E10	-1.58521154903288086E2
3.29230000000000000E10	-1.58505148520331174E2
3.29239999999999977E10	-1.58489138437348198E2
3.29249999999999954E10	-1.58473124652456621E2
3.29260000000000019E10	-1.58457107163772748E2
3.29269999999999996E10	-1.58441085969411444E2
3.29280000000000062E10	-1.58425061067485906E2
3.29290000000000038E10	-1.58409032456108090E2
3.29300000000000015E10	-1.58393000133388595E2
3.29309999999999992E10	-1.58376964097436401E2
3.29320000000000013E10	-1.58360924346359200E2
3.29330000000000078E10	-1.58344880878263128E2
3.29340000000000055E10	-1.58328833691252946E2
3.29350000000000032E10	-1.58312782783431993E2
3.29360000000000008E10	-1.58296728152902277E2
3.29369999999999985E10	-1.58280669797763918E2
3.29380000000000006E10	-1.58264607716116168E2
3.29389999999999983E10	-1.58248541906056595E2
3.29399999999999959E10	-1.58232472365681121E2
3.29409999999999936E10	-1.58216399093084559E2
3.29419999999999913E10	-1.58200322086360101E2
3.29429999999999978E10	-1.58184241343599341E2
3.29440000000000044E10	-1.58168156862892828E2
3.29450000000000021E10	-1.58152068642329202E2
3.29459999999999997E10	-1.58135976679995971E2
3.29469999999999974E10	-1.58119880973979154E2
3.29479999999999995E10	-1.58103781522363018E2
3.29489999999999972E10	-1.58087678323230763E2
3.29500000000000037E10	-1.58071571374663944E2
3.29510000000000014E10	-1.58055460674742498E2
3.29519999999999991E10	-1.58039346221545252E2
3.29530000000000012E10	-1.58023228013149386E2
3.29539999999999988E10	-1.58007106047630486E2
3.29549999999999965E10	-1.57990980323062802E2
3.29560000000000031E10	-1.57974850837519165E2
3.29570000000000007E10	-1.57958717589070785E2
3.29580000000000073E10	-1.57942580575787628E2
3.29590000000000050E10	-1.57926439795737905E2
3.29600000000000026E10	-1.57910295246988541E2
3.29610000000000003E10	-1.57894146927604906E2
3.29620000000000024E10	-1.57877994835651014E2
3.29630000000000001E10	-1.57861838969189194E2
3.29639999999999977E10	-1.57845679326280441E2
3.29649999999999954E10	-1.57829515904984308E2
3.29659999999999931E10	-1.57813348703358591E2
3.29669999999999996E10	-1.57797177719459869E2
3.29680000000000017E10	-1.57781002951343274E2
3.29689999999999994E10	-1.57764824397062187E2
3.29699999999999971E10	-1.57748642054668631E2
3.29709999999999948E10	-1.57732455922213388E2
3.29719999999999924E10	-1.57716265997745153E2
3.29729999999999990E10	-1.57700072279311643E2
3.29740000000000055E10	-1.57683874764958976E2
3.29750000000000032E10	-1.57667673452731605E2
3.29760000000000009E10	-1.57651468340672563E2
3.29769999999999985E10	-1.57635259426823549E2
3.29780000000000006E10	-1.57619046709224397E2
3.29789999999999983E10	-1.57602830185913856E2
3.29800000000000049E10	-1.57586609854928850E2
3.29810000000000025E10	-1.57570385714304817E2
3.29820000000000002E10	-1.57554157762075930E2
3.29830000000000023E10	-1.57537925996274764E2
3.29840000000000000E10	-1.57521690414932092E2
3.29849999999999977E10	-1.57505451016077447E2
3.29860000000000042E10	-1.57489207797738939E2
3.29870000000000019E10	-1.57472960757942859E2
3.29879999999999995E10	-1.57456709894714120E2
3.29889999999999972E10	-1.57440455206076391E2
3.29899999999999949E10	-1.57424196690051188E2
3.29910000000000014E10	-1.57407934344659051E2
3.29919999999999991E10	-1.57391668167918941E2
3.29930000000000012E10	-1.57375398157847823E2
3.29939999999999989E10	-1.57359124312461862E2
3.29949999999999966E10	-1.57342846629775113E2
3.29959999999999942E10	-1.57326565107800209E2
3.29970000000000008E10	-1.57310279744548476E2
3.29980000000000029E10	-1.57293990538029549E2
3.29990000000000006E10	-1.57277697486251444E2
3.29999999999999982E10	-1.57261400587220912E2
3.30009999999999959E10	-1.57245099838942748E2
3.30019999999999936E10	-1.57228795239420638E2
3.30030000000000001E10	-1.57212486786656558E2
3.30040000000000067E10	-1.57196174478650663E2
3.30050000000000043E10	-1.57179858313401977E2
3.30060000000000020E10	-1.57163538288907945E2
3.30069999999999997E10	-1.57147214403164126E2
3.30080000000000018E10	-1.57130886654164748E2
3.30089999999999995E10	-1.57114555039902615E2
3.30100000000000060E10	-1.57098219558368646E2
3.30110000000000037E10	-1.57081880207552493E2
3.30120000000000013E10	-1.57065536985442167E2
3.30129999999999990E10	-1.57049189890024055E2
3.30139999999999967E10	-1.57032838919282991E2
3.30149999999999988E10	-1.57016484071202500E2
3.30159999999999965E10	-1.57000125343764041E2
3.30169999999999941E10	-1.56983762734947874E2
3.30180000000000007E10	-1.56967396242732771E2
3.30189999999999984E10	-1.56951025865095550E2
3.30199999999999960E10	-1.56934651600011787E2
3.30210000000000026E10	-1.56918273445455481E2
3.30220000000000002E10	-1.56901891399398785E2
3.30230000000000024E10	-1.56885505459812546E2
3.30240000000000000E10	-1.56869115624665967E2
3.30249999999999977E10	-1.56852721891926539E2
3.30259999999999954E10	-1.56836324259560378E2
3.30270000000000019E10	-1.56819922725531913E2
3.30280000000000040E10	-1.56803517287803906E2
3.30290000000000017E10	-1.56787107944337722E2
3.30299999999999994E10	-1.56770694693093016E2
3.30309999999999970E10	-1.56754277532027730E2
3.30319999999999947E10	-1.56737856459098635E2
3.30330000000000013E10	-1.56721431472260475E2
3.30340000000000078E10	-1.56705002569466556E2
3.30350000000000055E10	-1.56688569748668582E2
3.30360000000000031E10	-1.56672133007816794E2
3.30370000000000008E10	-1.56655692344859521E2
3.30379999999999985E10	-1.56639247757743805E2
3.30390000000000006E10	-1.56622799244415090E2
3.30399999999999983E10	-1.56606346802816843E2
3.30409999999999959E10	-1.56589890430891332E2
3.30419999999999936E10	-1.56573430126579072E2
3.30430000000000001E10	-1.56556965887818800E2
3.30439999999999978E10	-1.56540497712547899E2
3.30449999999999999E10	-1.56524025598702221E2
3.30459999999999976E10	-1.56507549544215463E2
3.30469999999999953E10	-1.56491069547020345E2
3.30480000000000018E10	-1.56474585605047678E2
3.30489999999999995E10	-1.56458097716226474E2
3.30499999999999972E10	-1.56441605878484435E2
3.30510000000000037E10	-1.56425110089747688E2
3.30520000000000014E10	-1.56408610347940225E2
3.30530000000000035E10	-1.56392106650985019E2
3.30540000000000012E10	-1.56375598996803156E2
3.30549999999999988E10	-1.56359087383313944E2
3.30559999999999965E10	-1.56342571808435427E2
3.30570000000000030E10	-1.56326052270083493E2
3.30580000000000052E10	-1.56309528766172834E2
3.30590000000000028E10	-1.56293001294616607E2
3.30600000000000005E10	-1.56276469853325750E2
3.30609999999999982E10	-1.56259934440210069E2
3.30619999999999958E10	-1.56243395053177681E2
3.30630000000000024E10	-1.56226851690134660E2
3.30640000000000001E10	-1.56210304348985884E2
3.30649999999999977E10	-1.56193753027634630E2
3.30659999999999954E10	-1.56177197723981931E2
3.30669999999999931E10	-1.56160638435927757E2
3.30679999999999996E10	-1.56144075161370255E2
3.30690000000000017E10	-1.56127507898205775E2
3.30699999999999994E10	-1.56110936644329223E2
3.30709999999999971E10	-1.56094361397633841E2
3.30719999999999947E10	-1.56077782156010869E2
3.30730000000000013E10	-1.56061198917350308E2
3.30739999999999990E10	-1.56044611679540468E2
3.30750000000000011E10	-1.56028020440467508E2
3.30759999999999987E10	-1.56011425198016562E2
3.30769999999999964E10	-1.55994825950070704E2
3.30780000000000030E10	-1.55978222694511404E2
3.30790000000000006E10	-1.55961615429218514E2
3.30799999999999983E10	-1.55945004152070288E2
3.30810000000000048E10	-1.55928388860943024E2
3.30820000000000025E10	-1.55911769553711776E2
3.30830000000000046E10	-1.55895146228249537E2
3.30840000000000023E10	-1.55878518882427675E2
3.30850000000000000E10	-1.55861887514116115E2
3.30859999999999976E10	-1.55845252121182964E2
3.30870000000000042E10	-1.55828612701494396E2
3.30880000000000019E10	-1.55811969252915361E2
3.30889999999999995E10	-1.55795321773308837E2
3.30899999999999972E10	-1.55778670260536045E2
3.30909999999999949E10	-1.55762014712456720E2
3.30919999999999970E10	-1.55745355126928842E2
3.30930000000000035E10	-1.55728691501808547E2
3.30940000000000012E10	-1.55712023834950442E2
3.30949999999999989E10	-1.55695352124207553E2
3.30959999999999965E10	-1.55678676367430713E2
3.30969999999999942E10	-1.55661996562469596E2
3.30980000000000008E10	-1.55645312707171923E2
3.30990000000000029E10	-1.55628624799383641E2
3.31000000000000005E10	-1.55611932836949052E2
3.31009999999999982E10	-1.55595236817711013E2
3.31019999999999959E10	-1.55578536739510120E2
3.31030000000000024E10	-1.55561832600185790E2
3.31040000000000001E10	-1.55545124397575441E2
3.31050000000000022E10	-1.55528412129514737E2
3.31059999999999999E10	-1.55511695793837768E2
3.31069999999999975E10	-1.55494975388376933E2
3.31080000000000041E10	-1.55478250910962723E2
3.31090000000000018E10	-1.55461522359423965E2
3.31099999999999994E10	-1.55444789731587951E2
3.31110000000000060E10	-1.55428053025279955E2
3.31120000000000037E10	-1.55411312238323740E2
3.31130000000000013E10	-1.55394567368541114E2
3.31139999999999990E10	-1.55377818413752489E2
3.31149999999999967E10	-1.55361065371776275E2
3.31159999999999988E10	-1.55344308240429108E2
3.31169999999999964E10	-1.55327547017525980E2
3.31180000000000030E10	-1.55310781700880307E2
3.31190000000000007E10	-1.55294012288303462E2
3.31199999999999983E10	-1.55277238777605264E2
3.31209999999999960E10	-1.55260461166593755E2
3.31219999999999981E10	-1.55243679453075090E2
3.31230000000000047E10	-1.55226893634853869E2
3.31240000000000023E10	-1.55210103709732894E2
3.31250000000000000E10	-1.55193309675513036E2
3.31259999999999977E10	-1.55176511529993677E2
3.31269999999999953E10	-1.55159709270972246E2
3.31280000000000019E10	-1.55142902896244506E2
3.31290000000000040E10	-1.55126092403604332E2
3.31300000000000017E10	-1.55109277790844069E2
3.31309999999999993E10	-1.55092459055754017E2
3.31319999999999970E10	-1.55075636196122901E2
3.31330000000000036E10	-1.55058809209737714E2
3.31340000000000012E10	-1.55041978094383381E2
3.31350000000000033E10	-1.55025142847843367E2
3.31360000000000010E10	-1.55008303467899244E2
3.31369999999999987E10	-1.54991459952330835E2
3.31379999999999963E10	-1.54974612298916048E2
3.31389999999999940E10	-1.54957760505431286E2
3.31400000000000006E10	-1.54940904569650795E2
3.31409999999999982E10	-1.54924044489347379E2
3.31419999999999959E10	-1.54907180262291932E2
3.31430000000000025E10	-1.54890311886253373E2
3.31440000000000001E10	-1.54873439358999110E2
3.31449999999999978E10	-1.54856562678294774E2
3.31459999999999999E10	-1.54839681841903820E2
3.31469999999999976E10	-1.54822796847588329E2
3.31480000000000041E10	-1.54805907693108402E2
3.31490000000000018E10	-1.54789014376222211E2
3.31499999999999995E10	-1.54772116894686373E2
3.31509999999999971E10	-1.54755215246255640E2
3.31519999999999992E10	-1.54738309428682763E2
3.31530000000000058E10	-1.54721399439718921E2
3.31540000000000035E10	-1.54704485277113446E2
3.31550000000000011E10	-1.54687566938613563E2
3.31559999999999988E10	-1.54670644421965120E2
3.31569999999999965E10	-1.54653717724911877E2
3.31580000000000030E10	-1.54636786845195884E2
3.31590000000000051E10	-1.54619851780557260E2
3.31600000000000028E10	-1.54602912528734526E2
3.31610000000000005E10	-1.54585969087464004E2
3.31619999999999981E10	-1.54569021454480504E2
3.31629999999999958E10	-1.54552069627516997E2
3.31640000000000024E10	-1.54535113604304408E2
3.31650000000000000E10	-1.54518153382571954E2
3.31659999999999977E10	-1.54501188960047164E2
3.31669999999999954E10	-1.54484220334455413E2
3.31679999999999975E10	-1.54467247503520611E2
3.31689999999999952E10	-1.54450270464964445E2
3.31700000000000017E10	-1.54433289216506897E2
3.31709999999999994E10	-1.54416303755866458E2
3.31719999999999970E10	-1.54399314080759154E2
3.31730000000000036E10	-1.54382320188899547E2
3.31740000000000013E10	-1.54365322078000444E2
3.31749999999999989E10	-1.54348319745772389E2
3.31760000000000010E10	-1.54331313189924368E2
3.31769999999999987E10	-1.54314302408163639E2
3.31780000000000053E10	-1.54297287398195149E2
3.31790000000000029E10	-1.54280268157722444E2
3.31800000000000006E10	-1.54263244684446965E2
3.31809999999999983E10	-1.54246216976068240E2
3.31820000000000004E10	-1.54229185030284044E2
3.31830000000000069E10	-1.54212148844790464E2
3.31840000000000046E10	-1.54195108417281324E2
3.31850000000000023E10	-1.54178063745448757E2
3.31859999999999999E10	-1.54161014826983145E2
3.31869999999999976E10	-1.54143961659572737E2
3.31880000000000042E10	-1.54126904240904183E2
3.31890000000000018E10	-1.54109842568662048E2
3.31899999999999995E10	-1.54092776640529072E2
3.31909999999999972E10	-1.54075706454186134E2
3.31919999999999948E10	-1.54058632007312268E2
3.31929999999999970E10	-1.54041553297584355E2
3.31940000000000035E10	-1.54024470322677809E2
3.31950000000000012E10	-1.54007383080265847E2
3.31959999999999988E10	-1.53990291568019821E2
3.31969999999999965E10	-1.53973195783609307E2
3.31979999999999986E10	-1.53956095724701925E2
3.31989999999999963E10	-1.53938991388963253E2
3.32000000000000028E10	-1.53921882774057162E2
3.32010000000000005E10	-1.53904769877645675E2
3.32019999999999982E10	-1.53887652697388488E2
3.32030000000000047E10	-1.53870531230943808E2
3.32040000000000024E10	-1.53853405475968019E2
3.32050000000000001E10	-1.53836275430115044E2
3.32060000000000022E10	-1.53819141091037359E2
3.32069999999999999E10	-1.53802002456385378E2
3.32080000000000064E10	-1.53784859523807471E2
3.32090000000000041E10	-1.53767712290950320E2
3.32100000000000017E10	-1.53750560755458610E2
3.32109999999999994E10	-1.53733404914974958E2
3.32120000000000015E10	-1.53716244767140098E2
3.32129999999999992E10	-1.53699080309593050E2
3.32139999999999969E10	-1.53681911539970595E2
3.32149999999999945E10	-1.53664738455907712E2
3.32159999999999922E10	-1.53647561055037585E2
3.32169999999999987E10	-1.53630379334991152E2
3.32180000000000053E10	-1.53613193293397687E2
3.32190000000000030E10	-1.53596002927884334E2
3.32200000000000006E10	-1.53578808236076392E2
3.32209999999999983E10	-1.53561609215597161E2
3.32219999999999960E10	-1.53544405864068123E2
3.32229999999999981E10	-1.53527198179108515E2
3.32240000000000046E10	-1.53509986158335976E2
3.32250000000000023E10	-1.53492769799365814E2
3.32260000000000000E10	-1.53475549099811737E2
3.32269999999999976E10	-1.53458324057285322E2
3.32279999999999998E10	-1.53441094669396083E2
3.32289999999999974E10	-1.53423860933751710E2
3.32300000000000040E10	-1.53406622847958074E2
3.32310000000000016E10	-1.53389380409618581E2
3.32319999999999993E10	-1.53372133616335127E2
3.32330000000000059E10	-1.53354882465707520E2
3.32340000000000035E10	-1.53337626955333484E2
3.32350000000000012E10	-1.53320367082808895E2
3.32360000000000033E10	-1.53303102845727568E2
3.32370000000000010E10	-1.53285834241681274E2
3.32379999999999987E10	-1.53268561268259829E2
3.32389999999999963E10	-1.53251283923051407E2
3.32399999999999940E10	-1.53234002203641539E2
3.32410000000000005E10	-1.53216716107614248E2
3.32419999999999982E10	-1.53199425632551578E2
3.32430000000000003E10	-1.53182130776033087E2
3.32439999999999980E10	-1.53164831535637047E2
3.32449999999999957E10	-1.53147527908939152E2
3.32459999999999933E10	-1.53130219893513231E2
3.32469999999999999E10	-1.53112907486931427E2
3.32480000000000064E10	-1.53095590686763416E2
3.32490000000000041E10	-1.53078269490577035E2
3.32500000000000018E10	-1.53060943895938317E2
3.32509999999999994E10	-1.53043613900411080E2
3.32519999999999971E10	-1.53026279501556983E2
3.32529999999999992E10	-1.53008940696935980E2
3.32540000000000058E10	-1.52991597484105912E2
3.32550000000000034E10	-1.52974249860622358E2
3.32560000000000011E10	-1.52956897824039162E2
3.32569999999999988E10	-1.52939541371908083E2
3.32580000000000009E10	-1.52922180501778615E2
3.32589999999999986E10	-1.52904815211198608E2
3.32600000000000051E10	-1.52887445497713559E2
3.32610000000000028E10	-1.52870071358867143E2
3.32620000000000005E10	-1.52852692792200684E2
3.32629999999999981E10	-1.52835309795253904E2
3.32639999999999958E10	-1.52817922365564174E2
3.32650000000000023E10	-1.52800530500666776E2
3.32660000000000000E10	-1.52783134198095349E2
3.32669999999999977E10	-1.52765733455380870E2
3.32679999999999998E10	-1.52748328270052758E2
3.32689999999999975E10	-1.52730918639638236E2
3.32699999999999951E10	-1.52713504561662350E2
3.32710000000000017E10	-1.52696086033648193E2
3.32719999999999994E10	-1.52678663053116881E2
3.32730000000000015E10	-1.52661235617587177E2
3.32739999999999991E10	-1.52643803724576044E2
3.32749999999999968E10	-1.52626367371598382E2
3.32759999999999945E10	-1.52608926556166824E2
3.32770000000000010E10	-1.52591481275791985E2
3.32780000000000076E10	-1.52574031527982701E2
3.32790000000000052E10	-1.52556577310245212E2
3.32800000000000029E10	-1.52539118620084135E2
3.32810000000000006E10	-1.52521655455001626E2
3.32819999999999983E10	-1.52504187812498104E2
3.32830000000000004E10	-1.52486715690071684E2
3.32840000000000069E10	-1.52469239085218411E2
3.32850000000000046E10	-1.52451757995432291E2
3.32860000000000023E10	-1.52434272418205419E2
3.32869999999999999E10	-1.52416782351027202E2
3.32879999999999976E10	-1.52399287791385607E2
3.32889999999999997E10	-1.52381788736766266E2
3.32899999999999974E10	-1.52364285184652415E2
3.32909999999999950E10	-1.52346777132525690E2
3.32919999999999927E10	-1.52329264577865287E2
3.32929999999999993E10	-1.52311747518148222E2
3.32939999999999969E10	-1.52294225950849649E2
3.32950000000000035E10	-1.52276699873442700E2
3.32960000000000012E10	-1.52259169283397844E2
3.32969999999999988E10	-1.52241634178183949E2
3.32980000000000009E10	-1.52224094555267619E2
3.32989999999999986E10	-1.52206550412113151E2
3.32999999999999963E10	-1.52189001746182884E2
3.33010000000000028E10	-1.52171448554937183E2
3.33020000000000005E10	-1.52153890835833860E2
3.33030000000000026E10	-1.52136328586328973E2
3.33040000000000003E10	-1.52118761803876335E2
3.33049999999999979E10	-1.52101190485927362E2
3.33059999999999956E10	-1.52083614629931718E2
3.33070000000000022E10	-1.52066034233336711E2
3.33080000000000087E10	-1.52048449293587540E2
3.33090000000000064E10	-1.52030859808127161E2
3.33100000000000041E10	-1.52013265774396689E2
3.33110000000000017E10	-1.51995667189834660E2
3.33119999999999994E10	-1.51978064051877704E2
3.33130000000000015E10	-1.51960456357960294E2
3.33139999999999992E10	-1.51942844105514574E2
3.33149999999999968E10	-1.51925227291970755E2
3.33159999999999945E10	-1.51907605914756760E2
3.33169999999999922E10	-1.51889979971298272E2
3.33179999999999987E10	-1.51872349459018863E2
3.33190000000000008E10	-1.51854714375340083E2
3.33199999999999985E10	-1.51837074717680931E2
3.33209999999999962E10	-1.51819430483458673E2
3.33219999999999938E10	-1.51801781670088154E2
3.33230000000000004E10	-1.51784128274981933E2
3.33239999999999981E10	-1.51766470295550526E2
3.33250000000000046E10	-1.51748807729202428E2
3.33260000000000023E10	-1.51731140573343515E2
3.33270000000000000E10	-1.51713468825377795E2
3.33280000000000021E10	-1.51695792482707126E2
3.33289999999999997E10	-1.51678111542730787E2
3.33299999999999974E10	-1.51660426002846305E2
3.33310000000000040E10	-1.51642735860448674E2
3.33320000000000016E10	-1.51625041112930847E2
