freq	dBm(outm1f)
2.74054545454545373E10	-8.28445200105015545E1
2.74072727272727334E10	-8.61528587731754847E1
2.74090909090909118E10	-9.26791425446463535E1
2.74109090909090947E10	-8.36755523956391656E1
2.74127272727272731E10	-9.08349160853125781E1
2.74145454545454559E10	-9.01583419656871676E1
2.74163636363636343E10	-8.63933919073372003E1
2.74181818181818127E10	-9.21241064710467761E1
2.74199999999999999E10	-1.01709119887672417E2
2.74218181818181739E10	-9.21745895760226119E1
2.74236363636363656E10	-9.46442451019197151E1
2.74254545454545395E10	-9.14041029743254718E1
2.74272727272727312E10	-9.45481090896082854E1
2.74290909090909096E10	-9.33484683274354587E1
2.74309090909090880E10	-1.00371702632052551E2
2.74327272727272709E10	-1.02748757914892552E2
2.74345454545454581E10	-8.55593754853357069E1
2.74363636363636365E10	-9.51544755272343679E1
2.74381818181818105E10	-9.12068349482639285E1
2.74399999999999977E10	-9.34180451255793542E1
2.74418181818181761E10	-9.69061639261710539E1
2.74436363636363634E10	-9.43651469135022758E1
2.74454545454545373E10	-8.81546539825158426E1
2.74472727272727290E10	-8.76764684791851501E1
2.74490909090909074E10	-9.02998464669344258E1
2.74509090909090903E10	-9.12964319413120151E1
2.74527272727272686E10	-1.10080267725062342E2
2.74545454545454604E10	-9.52108732419555004E1
2.74563636363636387E10	-9.13544845489833968E1
2.74581818181818083E10	-8.49308751766702308E1
2.74600000000000000E10	-9.10416418934824279E1
2.74618181818181784E10	-1.01049034934097781E2
2.74636363636363612E10	-8.66336424867646748E1
2.74654545454545396E10	-8.72339116311748874E1
2.74672727272727268E10	-8.87876577111085830E1
2.74690909090909097E10	-8.30373213880094596E1
2.74709090909090881E10	-9.22143579082971421E1
2.74727272727272709E10	-1.15891683078483432E2
2.74745454545454582E10	-8.54408933048638453E1
2.74763636363636365E10	-8.59750228973463848E1
2.74781818181818105E10	-9.01858885196569915E1
2.74800000000000022E10	-8.40687361489423779E1
2.74818181818181761E10	-8.40453994922965819E1
2.74836363636363679E10	-9.84552575395689367E1
2.74854545454545418E10	-9.51769611109547320E1
2.74872727272727291E10	-8.93362525301528798E1
2.74890909090909075E10	-8.48632561713571043E1
2.74909090909090903E10	-9.38342782950391729E1
2.74927272727272687E10	-9.82390340578198895E1
2.74945454545454604E10	-9.35727311453644361E1
2.74963636363636343E10	-8.69763609005358873E1
2.74981818181818083E10	-8.28943986165286262E1
2.75000000000000000E10	-8.51776354994339968E1
2.75018181818181739E10	-9.16111589565823792E1
2.75036363636363657E10	-9.19699435897192252E1
2.75054545454545396E10	-1.03438384032809538E2
2.75072727272727313E10	-9.68288072022092017E1
2.75090909090909097E10	-9.39294572053196752E1
2.75109090909090925E10	-8.44847683573324026E1
2.75127272727272709E10	-9.01180069430182407E1
2.75145454545454582E10	-8.78770886273657048E1
2.75163636363636321E10	-8.99473704887553360E1
2.75181818181818105E10	-8.68249291631607001E1
2.75199999999999978E10	-8.87634939360617992E1
2.75218181818181717E10	-8.70976188503482263E1
2.75236363636363635E10	-8.41732725250482616E1
2.75254545454545418E10	-9.08844886512464711E1
2.75272727272727291E10	-8.85009357525813201E1
2.75290909090909119E10	-8.88804211049353121E1
2.75309090909090903E10	-8.81038035139144426E1
2.75327272727272732E10	-9.30679414535361538E1
2.75345454545454604E10	-9.30001757727396772E1
2.75363636363636388E10	-9.07282905704431997E1
2.75381818181818128E10	-9.71313283033934738E1
2.75400000000000000E10	-9.39682173178141156E1
2.75418181818181784E10	-8.87718351267857209E1
2.75436363636363613E10	-8.25470359210633120E1
2.75454545454545396E10	-9.07604317809829375E1
2.75472727272727314E10	-9.13459494714193987E1
2.75490909090909097E10	-9.00404908794572556E1
2.75509090909090926E10	-8.71693816570401125E1
2.75527272727272710E10	-9.09907729827389922E1
2.75545454545454627E10	-8.73557925401651403E1
2.75563636363636366E10	-9.25907801325645252E1
2.75581818181818106E10	-8.82115319344468496E1
2.75600000000000023E10	-9.28876419984917767E1
2.75618181818181762E10	-8.56773139407504480E1
2.75636363636363635E10	-8.39807341107858285E1
2.75654545454545419E10	-9.05418651176172240E1
2.75672727272727291E10	-8.84814461026842558E1
2.75690909090909120E10	-9.09578665264434427E1
2.75709090909090904E10	-9.17478412116840047E1
2.75727272727272688E10	-9.11799592464810971E1
2.75745454545454605E10	-9.42946132446509466E1
2.75763636363636344E10	-8.31493158455009862E1
2.75781818181818128E10	-9.04161425293823129E1
2.75800000000000001E10	-9.37922160505423008E1
2.75818181818181740E10	-9.29491503849322953E1
2.75836363636363657E10	-8.37208419670529302E1
2.75854545454545441E10	-8.16619127499807540E1
2.75872727272727269E10	-8.91257696318364268E1
2.75890909090909053E10	-9.77949368479268344E1
2.75909090909090882E10	-8.58958875446127124E1
2.75927272727272666E10	-9.24392555969014573E1
2.75945454545454627E10	-9.41903320210460393E1
2.75963636363636322E10	-9.06098987715069804E1
2.75981818181818062E10	-8.69185777908266566E1
2.76000000000000023E10	-1.05986858756244295E2
2.76018181818181763E10	-9.04102964702230061E1
2.76036363636363635E10	-8.81318687760165531E1
2.76054545454545419E10	-8.97350491223212288E1
2.76072727272727336E10	-8.93805064132582316E1
2.76090909090909120E10	-8.94784576227899286E1
2.76109090909090948E10	-8.63546021181075929E1
2.76127272727272732E10	-8.93770965563690645E1
2.76145454545454561E10	-9.31613230491283772E1
2.76163636363636344E10	-9.35538052760620253E1
2.76181818181818128E10	-8.68188832744845840E1
2.76199999999999957E10	-7.75291339568121352E1
2.76218181818181741E10	-9.48405855410833887E1
2.76236363636363658E10	-9.51657769362629580E1
2.76254545454545397E10	-8.54617414507842810E1
2.76272727272727314E10	-9.55693135889533885E1
2.76290909090909143E10	-9.40123592674857278E1
2.76309090909090926E10	-8.59452961006440752E1
2.76327272727272710E10	-8.71838402282256375E1
2.76345454545454583E10	-8.34106057826292258E1
2.76363636363636367E10	-9.29919219969962896E1
2.76381818181818151E10	-9.03937619811968496E1
2.76399999999999979E10	-9.24397833431775595E1
2.76418181818181763E10	-9.94022434156886270E1
2.76436363636363636E10	-8.72170458687799055E1
2.76454545454545375E10	-8.22769547728828599E1
2.76472727272727292E10	-9.00560081130845980E1
2.76490909090909076E10	-8.23026008767537220E1
2.76509090909090904E10	-8.86043039635827512E1
2.76527272727272688E10	-9.03204208935926900E1
2.76545454545454650E10	-8.96032227740631271E1
2.76563636363636345E10	-8.32417701723731085E1
2.76581818181818084E10	-9.21596217686944641E1
2.76600000000000046E10	-1.09511818748277912E2
2.76618181818181785E10	-8.45500327461718904E1
2.76636363636363658E10	-8.49827450173801147E1
2.76654545454545442E10	-8.92502028829641070E1
2.76672727272727270E10	-9.94929803022884585E1
2.76690909090909098E10	-8.44875732381830424E1
2.76709090909090882E10	-8.46488450767936484E1
2.76727272727272666E10	-8.44866547035321780E1
2.76745454545454583E10	-8.83815409168741795E1
2.76763636363636367E10	-9.48792111666007898E1
2.76781818181818107E10	-8.90699505905453215E1
2.76799999999999979E10	-8.69361905554439396E1
2.76818181818181763E10	-9.85730018162150223E1
2.76836363636363680E10	-9.06009182713675720E1
2.76854545454545420E10	-8.53844144733620602E1
2.76872727272727293E10	-8.97538199042646490E1
2.76890909090909076E10	-8.89009328343403027E1
2.76909090909090860E10	-8.95588591375721421E1
2.76927272727272689E10	-8.47362359392445619E1
2.76945454545454606E10	-8.51101873670367226E1
2.76963636363636345E10	-9.39211871945608401E1
2.76981818181818085E10	-1.07445082694972416E2
2.77000000000000002E10	-8.83056703971806201E1
2.77018181818181741E10	-8.70118766680674405E1
2.77036363636363658E10	-8.95625823524514608E1
2.77054545454545398E10	-8.76846411102918921E1
2.77072727272727315E10	-9.50741544365289926E1
2.77090909090909099E10	-8.21892350086098489E1
2.77109090909090927E10	-9.70103536651339660E1
2.77127272727272711E10	-8.55319599229745364E1
2.77145454545454584E10	-9.17384215650083767E1
2.77163636363636323E10	-8.77193323393573543E1
2.77181818181818107E10	-9.59931030206596603E1
2.77199999999999980E10	-8.59663428996915790E1
2.77218181818181719E10	-8.89029237200996647E1
2.77236363636363681E10	-8.85668196467475966E1
2.77254545454545376E10	-8.95793175034600608E1
2.77272727272727293E10	-8.75844013829132173E1
2.77290909090909121E10	-8.17668177133781882E1
2.77309090909090905E10	-8.82063311860122745E1
2.77327272727272689E10	-9.45898470558308979E1
2.77345454545454562E10	-9.00376842618443796E1
2.77363636363636390E10	-9.26906716062854841E1
2.77381818181818129E10	-8.78680781037737191E1
2.77400000000000002E10	-9.22164099977071139E1
2.77418181818181786E10	-8.79276285617215869E1
2.77436363636363614E10	-9.73928696467954502E1
2.77454545454545398E10	-8.34368623898861728E1
2.77472727272727315E10	-9.32927348671278622E1
2.77490909090909099E10	-8.79151080850294520E1
2.77509090909090883E10	-7.96615508211786771E1
2.77527272727272711E10	-9.72047106297216246E1
2.77545454545454628E10	-9.51873332497222790E1
2.77563636363636368E10	-9.04167145698505692E1
2.77581818181818107E10	-8.75973896995935242E1
2.77600000000000025E10	-8.86523934278151060E1
2.77618181818181764E10	-1.08179473618771205E2
2.77636363636363637E10	-8.91320366961061694E1
2.77654545454545421E10	-9.82592731102143979E1
2.77672727272727293E10	-8.90465393014095241E1
2.77690909090909077E10	-8.98513400265348494E1
2.77709090909090905E10	-1.00329856011564034E2
2.77727272727272689E10	-8.96445243719225360E1
2.77745454545454606E10	-1.00187665799710524E2
2.77763636363636346E10	-8.18259850079595807E1
2.77781818181818085E10	-9.15328932671380713E1
2.77800000000000002E10	-8.61502908712559901E1
2.77818181818181742E10	-1.04221220606944964E2
2.77836363636363703E10	-9.29412116706378733E1
2.77854545454545399E10	-8.42063535219984516E1
2.77872727272727271E10	-8.89403486034699320E1
2.77890909090909100E10	-8.26791797145504503E1
2.77909090909090883E10	-8.68144250753706181E1
2.77927272727272712E10	-8.73946625361839580E1
2.77945454545454584E10	-9.04457319859489672E1
2.77963636363636324E10	-8.57427619494385596E1
2.77981818181818108E10	-8.66872098251619150E1
2.78000000000000025E10	-9.09153332362031286E1
2.78018181818181720E10	-9.53707187658062416E1
2.78036363636363637E10	-8.51504194680971871E1
2.78054545454545421E10	-8.93954368244905062E1
2.78072727272727338E10	-8.93545723267457070E1
2.78090909090909122E10	-8.48448975679888484E1
2.78109090909090906E10	-8.30294491231573950E1
2.78127272727272734E10	-9.37237835185114143E1
2.78145454545454607E10	-8.57777220340112123E1
2.78163636363636346E10	-8.92267849735985585E1
2.78181818181818130E10	-8.79222902716891141E1
2.78200000000000003E10	-9.23483094759487955E1
2.78218181818181742E10	-1.00715053021666168E2
2.78236363636363659E10	-8.56479900511304137E1
2.78254545454545399E10	-9.07788786206954690E1
2.78272727272727316E10	-8.43134124724029554E1
2.78290909090909100E10	-8.44544278000813797E1
2.78309090909090928E10	-8.69336727440561319E1
2.78327272727272712E10	-1.06953546337111005E2
2.78345454545454540E10	-8.33403921414592830E1
2.78363636363636369E10	-9.43879049567668993E1
2.78381818181818108E10	-8.55726277378155409E1
2.78399999999999981E10	-8.59612371142693732E1
2.78418181818181765E10	-9.18899511868938923E1
2.78436363636363637E10	-8.81349384396094138E1
2.78454545454545377E10	-8.79972016986407723E1
2.78472727272727294E10	-8.59432425627369412E1
2.78490909090909122E10	-8.21408723776047012E1
2.78509090909090906E10	-9.00316671149478154E1
2.78527272727272734E10	-1.06880960501019073E2
2.78545454545454607E10	-8.30635801575312982E1
2.78563636363636347E10	-8.71280151589994212E1
2.78581818181818130E10	-7.99304513451495602E1
2.78600000000000048E10	-9.39548831489224945E1
2.78618181818181743E10	-9.19283182946594479E1
2.78636363636363615E10	-8.66887182569827175E1
2.78654545454545444E10	-9.24716737513319131E1
2.78672727272727272E10	-8.20395710239098719E1
2.78690909090909056E10	-8.76259295423201046E1
2.78709090909090884E10	-8.69222808411137748E1
2.78727272727272668E10	-9.82078812411680779E1
2.78745454545454630E10	-8.26320471128093992E1
2.78763636363636369E10	-9.59948694123590940E1
2.78781818181818064E10	-8.34339888694044340E1
2.78800000000000026E10	-9.20098579153610352E1
2.78818181818181765E10	-8.49528078702068967E1
2.78836363636363682E10	-8.52645598041734765E1
2.78854545454545422E10	-9.43669714232501278E1
2.78872727272727250E10	-9.06583992938150196E1
2.78890909090909078E10	-9.34777600930870989E1
2.78909090909090862E10	-8.13141014667178652E1
2.78927272727272690E10	-8.87885785657476134E1
2.78945454545454563E10	-9.47388950042332922E1
2.78963636363636347E10	-8.57183963391788595E1
2.78981818181818086E10	-8.70234506885062409E1
2.79000000000000004E10	-9.16850841196007416E1
2.79018181818181743E10	-9.35983851622502350E1
2.79036363636363660E10	-8.73314120103714764E1
2.79054545454545400E10	-8.78210821756052695E1
2.79072727272727317E10	-8.67989389993405425E1
2.79090909090909145E10	-8.38478485272771579E1
2.79109090909090929E10	-8.49579344822880067E1
2.79127272727272757E10	-9.61648597120150761E1
2.79145454545454585E10	-1.01297753585903205E2
2.79163636363636325E10	-1.09265834352569113E2
2.79181818181818153E10	-9.47239438004409884E1
2.79199999999999982E10	-8.71814705399325440E1
2.79218181818181765E10	-8.96958520480519717E1
2.79236363636363638E10	-8.64894459572616370E1
2.79254545454545378E10	-8.51448963558728167E1
2.79272727272727295E10	-8.45935101785165422E1
2.79290909090909079E10	-9.60082492188823799E1
2.79309090909090907E10	-8.04325646049618115E1
2.79327272727272691E10	-9.09648828370125351E1
2.79345454545454563E10	-8.55578973249461683E1
2.79363636363636392E10	-8.41206294594581649E1
2.79381818181818087E10	-9.05088565821958291E1
2.79399999999999959E10	-8.53463493055651767E1
2.79418181818181788E10	-8.28418573968395755E1
2.79436363636363660E10	-9.27718436025191551E1
2.79454545454545400E10	-8.49807505100322835E1
2.79472727272727273E10	-9.33484708885261227E1
2.79490909090909101E10	-8.97379796046169709E1
2.79509090909090885E10	-8.45814385337764918E1
2.79527272727272713E10	-8.60934307328193427E1
2.79545454545454586E10	-8.65848582303630998E1
2.79563636363636370E10	-9.37194943010698545E1
2.79581818181818109E10	-8.32842169638683139E1
2.79600000000000026E10	-8.12412087964001728E1
2.79618181818181766E10	-8.49206741526035991E1
2.79636363636363594E10	-8.39509193476567539E1
2.79654545454545422E10	-8.69407194892155211E1
2.79672727272727295E10	-1.16415015995722992E2
2.79690909090909079E10	-8.26932614918737308E1
2.79709090909090907E10	-9.64905900360769486E1
2.79727272727272691E10	-8.87675526348886024E1
2.79745454545454608E10	-8.86340247862581876E1
2.79763636363636348E10	-8.44700181820634910E1
2.79781818181818087E10	-9.13970273336138739E1
2.79800000000000004E10	-9.09475421305592135E1
2.79818181818181788E10	-9.13072261761444715E1
2.79836363636363661E10	-9.55144516582622849E1
2.79854545454545400E10	-8.66987342891421164E1
2.79872727272727273E10	-8.78642444448498594E1
2.79890909090909101E10	-8.72263334807559332E1
2.79909090909090885E10	-8.81315415212186437E1
2.79927272727272669E10	-9.25267670282456400E1
2.79945454545454586E10	-8.90771113263897973E1
2.79963636363636326E10	-9.36662944083031590E1
2.79981818181818110E10	-9.97214512799156694E1
2.79999999999999982E10	-8.97115855188455669E1
2.80018181818181722E10	-8.85900976942969720E1
2.80036363636363683E10	-9.51798453273224787E1
2.80054545454545423E10	-8.70877952879533090E1
2.80072727272727295E10	-8.53362139245124851E1
2.80090909090909124E10	-9.41076394590745124E1
2.80109090909090908E10	-8.05861092861776385E1
2.80127272727272736E10	-8.80787510119558625E1
2.80145454545454609E10	-8.77871659730265463E1
2.80163636363636304E10	-8.60505209334952426E1
2.80181818181818132E10	-8.65904501543263017E1
2.80200000000000005E10	-9.59235593900064387E1
2.80218181818181744E10	-8.26649114293105036E1
2.80236363636363617E10	-8.23468604241772795E1
2.80254545454545401E10	-9.04639373274614300E1
2.80272727272727318E10	-9.14910574043274138E1
2.80290909090909102E10	-9.81342821185284642E1
2.80309090909090930E10	-8.78161479414262658E1
2.80327272727272714E10	-8.41815059930685727E1
2.80345454545454587E10	-1.14157638231186076E2
2.80363636363636370E10	-9.51071443280872764E1
2.80381818181818110E10	-8.71376250898192595E1
2.80399999999999983E10	-9.39114498030244960E1
2.80418181818181811E10	-8.34204915123104485E1
2.80436363636363639E10	-9.38576229317170707E1
2.80454545454545379E10	-8.54767313128913564E1
2.80472727272727296E10	-8.91943425187838734E1
2.80490909090909124E10	-7.90119911927251017E1
2.80509090909090908E10	-8.75929989934188491E1
2.80527272727272692E10	-9.60452411761503555E1
2.80545454545454609E10	-9.04047535994846996E1
2.80563636363636348E10	-9.11186967999738506E1
2.80581818181818132E10	-8.64044934547566612E1
2.80600000000000005E10	-9.02315539161850566E1
2.80618181818181744E10	-8.33255916871386582E1
2.80636363636363617E10	-9.06707787932280951E1
2.80654545454545445E10	-8.41874184973361572E1
2.80672727272727318E10	-8.68967719621150714E1
2.80690909090909102E10	-8.62609607612233553E1
2.80709090909090886E10	-9.43289783112203040E1
2.80727272727272714E10	-8.89385384228205567E1
2.80745454545454631E10	-8.70613865135310228E1
2.80763636363636326E10	-8.91460276829622877E1
2.80781818181818110E10	-9.36402758932142909E1
2.80800000000000027E10	-8.50061624094490931E1
2.80818181818181767E10	-8.67204434426706072E1
2.80836363636363640E10	-8.61103400705213851E1
2.80854545454545423E10	-8.70600111429799917E1
2.80872727272727252E10	-1.02672484395112762E2
2.80890909090909080E10	-8.80248597626380125E1
2.80909090909090864E10	-7.93567767315878037E1
2.80927272727272648E10	-8.38730026581819743E1
2.80945454545454609E10	-9.19707488523904537E1
2.80963636363636349E10	-8.92387285369458105E1
2.80981818181818088E10	-1.01035087797331968E2
2.81000000000000005E10	-8.79228077610767400E1
2.81018181818181745E10	-8.14246664800321263E1
2.81036363636363662E10	-8.73930460055526837E1
2.81054545454545401E10	-9.04816638929968953E1
2.81072727272727318E10	-8.87674684496017896E1
2.81090909090909147E10	-8.95830212303024709E1
2.81109090909090931E10	-8.28892572816724460E1
2.81127272727272715E10	-8.56845539006309842E1
2.81145454545454587E10	-8.51019511382809313E1
2.81163636363636327E10	-8.50017734653156509E1
2.81181818181818155E10	-9.26169799030199670E1
2.81199999999999983E10	-9.16183414175149835E1
2.81218181818181723E10	-8.66311262266430759E1
2.81236363636363640E10	-8.34417798180387393E1
2.81254545454545379E10	-9.77976105236113291E1
2.81272727272727341E10	-9.51480023602161218E1
2.81290909090909125E10	-8.75825024884342440E1
2.81309090909090909E10	-9.41336340971807672E1
2.81327272727272737E10	-8.95854526610389712E1
2.81345454545454565E10	-8.04657811684007029E1
2.81363636363636349E10	-8.85171273065409636E1
2.81381818181818133E10	-8.98733130416064441E1
2.81399999999999961E10	-8.41165315272121106E1
2.81418181818181790E10	-8.51209847447340806E1
2.81436363636363662E10	-8.47072292491766987E1
2.81454545454545357E10	-8.38052915782566465E1
2.81472727272727274E10	-9.34776435758655211E1
2.81490909090909103E10	-8.37515909910568013E1
2.81509090909090887E10	-8.74098055463168144E1
2.81527272727272670E10	-1.18015815462786433E2
2.81545454545454632E10	-8.63848830350498709E1
2.81563636363636371E10	-8.54659072465606684E1
2.81581818181818111E10	-9.56567352236693935E1
2.81600000000000028E10	-1.06012567598491403E2
2.81618181818181768E10	-8.69719208945677025E1
2.81636363636363640E10	-8.88211042982057108E1
2.81654545454545424E10	-9.00243862699082520E1
2.81672727272727297E10	-9.98988050101557690E1
2.81690909090909081E10	-1.04371891737222211E2
2.81709090909090865E10	-8.91335194070424208E1
2.81727272727272693E10	-8.81685748102034950E1
2.81745454545454610E10	-8.81160571840238305E1
2.81763636363636349E10	-9.59020932377211999E1
2.81781818181818089E10	-8.91316121553241736E1
2.81800000000000006E10	-9.19946778424419520E1
2.81818181818181746E10	-9.47325065869936367E1
2.81836363636363663E10	-8.88537999599737738E1
2.81854545454545402E10	-8.39316689166963670E1
2.81872727272727275E10	-9.05262524506039234E1
2.81890909090909059E10	-8.45850807459532028E1
2.81909090909090887E10	-1.01036284946348287E2
2.81927272727272671E10	-9.18566441675550394E1
2.81945454545454588E10	-8.63917650211740806E1
2.81963636363636372E10	-8.72626368016459786E1
2.81981818181818067E10	-9.99043690862688294E1
2.81999999999999984E10	-8.91356709828672678E1
2.82018181818181768E10	-8.81672478545527660E1
2.82036363636363685E10	-8.93649019751514828E1
2.82054545454545380E10	-8.60402240595420587E1
2.82072727272727297E10	-8.61423061542267199E1
2.82090909090909125E10	-1.04635022025429469E2
2.82109090909090909E10	-9.19589191277924378E1
2.82127272727272693E10	-8.25991598747354772E1
2.82145454545454566E10	-9.42185042627233038E1
2.82163636363636305E10	-9.06276993231054995E1
2.82181818181818134E10	-8.27628041760114108E1
2.82200000000000006E10	-8.23623618463145846E1
2.82218181818181701E10	-8.25890838039730468E1
2.82236363636363663E10	-9.01936068929485479E1
2.82254545454545402E10	-8.77782795097749080E1
2.82272727272727320E10	-1.14161548061206908E2
2.82290909090909103E10	-9.30986835640449151E1
2.82309090909090887E10	-8.76924994566831195E1
2.82327272727272716E10	-9.21225530730586151E1
2.82345454545454588E10	-8.49310599733252580E1
2.82363636363636372E10	-9.10727722499942161E1
2.82381818181818112E10	-8.36968109702785057E1
2.82399999999999984E10	-8.39614179452612674E1
2.82418181818181768E10	-8.37799561405268278E1
2.82436363636363641E10	-8.09008893979554244E1
2.82454545454545380E10	-8.66946771080102252E1
2.82472727272727298E10	-8.73078893649920396E1
2.82490909090909081E10	-9.37768807030147045E1
2.82509090909090910E10	-9.62781807359146846E1
2.82527272727272694E10	-9.16914763115976328E1
2.82545454545454611E10	-1.04931717316473683E2
2.82563636363636395E10	-9.05943003526988555E1
2.82581818181818090E10	-9.14056922632623703E1
2.82600000000000007E10	-9.01249255161703999E1
2.82618181818181791E10	-8.37757106533123164E1
2.82636363636363619E10	-8.25410800128347333E1
2.82654545454545403E10	-9.55177251386889914E1
2.82672727272727276E10	-9.24771362761108762E1
2.82690909090909104E10	-8.84454653625497222E1
2.82709090909090888E10	-7.98170266887023949E1
2.82727272727272716E10	-9.03893452444069112E1
2.82745454545454589E10	-8.51485736670844062E1
2.82763636363636328E10	-8.74923499095641866E1
2.82781818181818112E10	-8.58801327290887784E1
2.82800000000000029E10	-8.88594539568766706E1
2.82818181818181724E10	-8.71431826669733489E1
2.82836363636363686E10	-8.41881404496059460E1
2.82854545454545425E10	-8.46559112050751317E1
2.82872727272727298E10	-9.93893127879077021E1
2.82890909090909082E10	-9.04437690090156998E1
2.82909090909090910E10	-8.75258589869370951E1
2.82927272727272694E10	-8.94855998866882274E1
2.82945454545454611E10	-8.69742792682488997E1
2.82963636363636351E10	-9.02306707059948288E1
2.82981818181818090E10	-8.21957520931897712E1
2.83000000000000007E10	-8.87870704605498240E1
2.83018181818181747E10	-9.89090543716554116E1
2.83036363636363664E10	-9.54074291285490084E1
2.83054545454545403E10	-9.83440361700910159E1
2.83072727272727320E10	-9.71701659042900623E1
2.83090909090909104E10	-9.11445601367038627E1
2.83109090909090932E10	-8.86927440489413854E1
2.83127272727272716E10	-9.11718738537248363E1
2.83145454545454589E10	-8.95047241040622410E1
2.83163636363636328E10	-8.45881497705484797E1
2.83181818181818112E10	-9.18339699141642463E1
2.83199999999999985E10	-8.76805499379015352E1
2.83218181818181725E10	-9.42475311878907007E1
2.83236363636363642E10	-9.02805762045759685E1
2.83254545454545426E10	-9.18669909006663410E1
2.83272727272727298E10	-8.69589244416294527E1
2.83290909090909127E10	-8.68110895586464615E1
2.83309090909090910E10	-8.49629930157912661E1
2.83327272727272739E10	-9.49867905332867402E1
2.83345454545454567E10	-8.44785690061338101E1
2.83363636363636351E10	-8.76998417333287072E1
2.83381818181818135E10	-9.69413559253698587E1
2.83399999999999963E10	-1.09053299979935692E2
2.83418181818181747E10	-1.00584360082732482E2
2.83436363636363620E10	-8.41099095268477726E1
2.83454545454545359E10	-8.46799304788101104E1
2.83472727272727321E10	-9.13684214750352020E1
2.83490909090909105E10	-8.65440643111809393E1
2.83509090909090933E10	-8.57181587307904103E1
2.83527272727272717E10	-9.50376641525036270E1
2.83545454545454634E10	-9.49893026880779701E1
2.83563636363636373E10	-8.89105915315884587E1
2.83581818181818113E10	-8.50278601735418960E1
2.83600000000000030E10	-8.93695353329223607E1
2.83618181818181769E10	-8.81835360024256865E1
2.83636363636363642E10	-9.17650269374888694E1
2.83654545454545426E10	-9.10073538268617277E1
2.83672727272727254E10	-8.43159480095341429E1
2.83690909090909082E10	-8.99597559503830091E1
2.83709090909090866E10	-8.69884246357633728E1
2.83727272727272695E10	-9.75682015567578098E1
2.83745454545454612E10	-9.40134197008289085E1
2.83763636363636351E10	-8.47221831796645830E1
2.83781818181818091E10	-9.09640840241507043E1
2.83800000000000008E10	-8.26055417305565420E1
2.83818181818181747E10	-9.33326386851231682E1
2.83836363636363664E10	-8.69925560515075524E1
2.83854545454545448E10	-8.26776800511282062E1
2.83872727272727277E10	-9.44124547655463076E1
2.83890909090909060E10	-8.34748867748054657E1
2.83909090909090889E10	-8.47003128018392459E1
2.83927272727272673E10	-8.32937166235332960E1
2.83945454545454590E10	-8.47137650826271837E1
2.83963636363636329E10	-8.76283551240653935E1
2.83981818181818069E10	-9.37820997163555603E1
2.83999999999999986E10	-8.61600484678872647E1
2.84018181818181770E10	-8.66369156395422202E1
2.84036363636363642E10	-8.64702564145516028E1
2.84054545454545382E10	-9.42572620410644468E1
2.84072727272727343E10	-9.36715728664591119E1
2.84090909090909127E10	-8.62860867937664366E1
2.84109090909090956E10	-9.97977490531266476E1
2.84127272727272739E10	-8.51510769038922710E1
2.84145454545454568E10	-8.51152155468138716E1
2.84163636363636352E10	-8.27907168426640538E1
2.84181818181818135E10	-1.03999624476068675E2
2.84199999999999964E10	-9.19622347973256460E1
2.84218181818181748E10	-9.35100056882782837E1
2.84236363636363665E10	-1.03355451667196241E2
2.84254545454545404E10	-8.35976808640152669E1
2.84272727272727277E10	-8.89108985266602048E1
2.84290909090909105E10	-1.04710070474408590E2
2.84309090909090889E10	-9.19390637415053824E1
2.84327272727272717E10	-8.91297113469824431E1
2.84345454545454590E10	-9.06265349567482659E1
2.84363636363636374E10	-9.02061504483354959E1
2.84381818181818113E10	-8.38301833486646508E1
2.84399999999999986E10	-8.95486370233947504E1
2.84418181818181770E10	-9.01725980344770761E1
2.84436363636363643E10	-8.27767545871753008E1
2.84454545454545382E10	-8.41877544124266564E1
2.84472727272727299E10	-9.41926852017746086E1
2.84490909090909083E10	-8.92815270642981140E1
2.84509090909090911E10	-9.05364192134555879E1
2.84527272727272695E10	-8.99684378699967624E1
2.84545454545454612E10	-9.70787151651651570E1
2.84563636363636352E10	-9.01729052492164662E1
2.84581818181818091E10	-8.98806313109421673E1
2.84600000000000009E10	-8.32252879150215819E1
2.84618181818181792E10	-8.38774915346149186E1
2.84636363636363621E10	-9.99568497163612513E1
2.84654545454545405E10	-8.51747830464851141E1
2.84672727272727277E10	-9.75180106966033655E1
2.84690909090909106E10	-8.85716522716842825E1
2.84709090909090889E10	-8.33842967546033798E1
2.84727272727272673E10	-9.34792907152927199E1
2.84745454545454590E10	-8.23874576553937565E1
2.84763636363636374E10	-9.01162151230087360E1
2.84781818181818114E10	-8.86760091145876039E1
2.84799999999999986E10	-8.12043929796526420E1
2.84818181818181770E10	-8.59043124094225874E1
2.84836363636363687E10	-1.00873295595074852E2
2.84854545454545427E10	-9.53194468154204344E1
2.84872727272727300E10	-9.36529590848289395E1
2.84890909090909084E10	-8.95338176106546157E1
2.84909090909090867E10	-8.95108329497793243E1
2.84927272727272696E10	-9.75855169374001896E1
2.84945454545454613E10	-8.03872846041268119E1
2.84963636363636308E10	-8.48326557707263440E1
2.84981818181818092E10	-9.66725813601921402E1
2.85000000000000009E10	-9.12345923138187764E1
2.85018181818181748E10	-1.00100617034284745E2
2.85036363636363665E10	-8.36357457297235207E1
2.85054545454545405E10	-9.15133578018742710E1
2.85072727272727322E10	-9.00231852438917635E1
2.85090909090909106E10	-9.30995660751726994E1
