freq	dBm(outm1f)
2.53981818181818175E10	-9.06818642307612421E1
2.54000000000000004E10	-9.34658101307792677E1
2.54018181818181787E10	-9.26068262032980627E1
2.54036363636363705E10	-8.75124336881870590E1
2.54054545454545400E10	-9.17126400915184270E1
2.54072727272727317E10	-8.93709823416851812E1
2.54090909090909101E10	-9.74460649300771919E1
2.54109090909090884E10	-9.16469536376914462E1
2.54127272727272713E10	-9.19331984921660705E1
2.54145454545454585E10	-9.77206288775414578E1
2.54163636363636325E10	-9.15437779732857848E1
2.54181818181818198E10	-9.08353215815124138E1
2.54199999999999982E10	-1.05741813779674287E2
2.54218181818181765E10	-8.98263438769677869E1
2.54236363636363683E10	-8.95530146992809861E1
2.54254545454545378E10	-8.91348695537260660E1
2.54272727272727295E10	-9.61923148194354027E1
2.54290909090909079E10	-8.78136458945115095E1
2.54309090909090907E10	-9.45349221584441324E1
2.54327272727272691E10	-9.10338191287825715E1
2.54345454545454608E10	-9.77662100934793266E1
2.54363636363636303E10	-9.25118597420820343E1
2.54381818181818220E10	-1.00272541566815110E2
2.54400000000000004E10	-9.15908297585910702E1
2.54418181818181832E10	-9.51551704426382550E1
2.54436363636363705E10	-9.10591534569673478E1
2.54454545454545400E10	-8.59727723228948015E1
2.54472727272727273E10	-1.00956608792186975E2
2.54490909090909101E10	-9.05549662611328898E1
2.54509090909090885E10	-8.90212161429240112E1
2.54527272727272713E10	-8.82541342381372118E1
2.54545454545454586E10	-9.54080622302030257E1
2.54563636363636281E10	-8.68969634093579302E1
2.54581818181818198E10	-9.88026977521420591E1
2.54600000000000026E10	-1.00418896047398509E2
2.54618181818181810E10	-8.41920701362736068E1
2.54636363636363683E10	-9.86150946672889717E1
2.54654545454545422E10	-9.20556679531673971E1
2.54672727272727295E10	-8.62549513035096638E1
2.54690909090909079E10	-9.30293201200930042E1
2.54709090909090907E10	-8.97981711504534275E1
2.54727272727272691E10	-8.97722699993495787E1
2.54745454545454608E10	-9.75518727571187405E1
2.54763636363636303E10	-8.54962974506356410E1
2.54781818181818220E10	-9.35848141256445309E1
2.54800000000000004E10	-9.60044770839947681E1
2.54818181818181788E10	-9.51236449522183847E1
2.54836363636363705E10	-1.01844504755041387E2
2.54854545454545400E10	-8.92168874449306060E1
2.54872727272727317E10	-8.84693141694333640E1
2.54890909090909101E10	-8.86095685971640989E1
2.54909090909090930E10	-9.37381375748207368E1
2.54927272727272713E10	-1.04748499257685368E2
2.54945454545454586E10	-9.62934924192079400E1
2.54963636363636326E10	-9.56773033783226090E1
2.54981818181818198E10	-9.85246298601018111E1
2.54999999999999982E10	-9.27237259779778711E1
2.55018181818181811E10	-9.29866485887828453E1
2.55036363636363683E10	-9.13024907066875713E1
2.55054545454545423E10	-8.70530780790609882E1
2.55072727272727295E10	-1.15391792200058640E2
2.55090909090909079E10	-1.01145535100639927E2
2.55109090909090863E10	-9.53239584522064831E1
2.55127272727272691E10	-1.00818379906136446E2
2.55145454545454609E10	-9.22124827820432102E1
2.55163636363636304E10	-8.46844284745373344E1
2.55181818181818176E10	-9.09668516371364255E1
2.55200000000000005E10	-9.54873504245009563E1
2.55218181818181789E10	-9.05585519990090049E1
2.55236363636363706E10	-8.81786593742316605E1
2.55254545454545401E10	-8.91703841640352302E1
2.55272727272727318E10	-1.00871183438627421E2
2.55290909090909102E10	-8.47593283483536375E1
2.55309090909090930E10	-8.80473185451269202E1
2.55327272727272714E10	-9.68704310868177032E1
2.55345454545454587E10	-9.96836079167572109E1
2.55363636363636326E10	-9.90692802492817037E1
2.55381818181818199E10	-9.05764034605603996E1
2.55399999999999983E10	-9.26889202852706262E1
2.55418181818181811E10	-9.51134151495461211E1
2.55436363636363684E10	-8.65526978849142914E1
2.55454545454545379E10	-9.64038175168261624E1
2.55472727272727296E10	-8.88303583720809087E1
2.55490909090909124E10	-1.07343374491796140E2
2.55509090909090908E10	-9.42420008023114875E1
2.55527272727272692E10	-8.99588507058086329E1
2.55545454545454565E10	-9.19656330816734524E1
2.55563636363636304E10	-8.37029950594745031E1
2.55581818181818177E10	-9.57576679627611860E1
2.55600000000000005E10	-9.73260980377310858E1
2.55618181818181789E10	-8.88753735013670543E1
2.55636363636363706E10	-9.15925481134992836E1
2.55654545454545401E10	-8.65507790658731224E1
2.55672727272727318E10	-1.20185138426415494E2
2.55690909090909102E10	-1.01241179790077185E2
2.55709090909090886E10	-1.00859918746442445E2
2.55727272727272714E10	-8.60214858482001610E1
2.55745454545454631E10	-9.06954593814622534E1
2.55763636363636326E10	-9.65576257182288700E1
2.55781818181818199E10	-9.77011674410639941E1
2.55800000000000027E10	-8.85910509543210445E1
2.55818181818181811E10	-9.07858447978623850E1
2.55836363636363684E10	-9.70422499008891037E1
2.55854545454545423E10	-9.63921327579789278E1
2.55872727272727296E10	-8.85733419646780362E1
2.55890909090909080E10	-9.37465348566558632E1
2.55909090909090908E10	-8.28800890504708221E1
2.55927272727272692E10	-9.76334433861435080E1
2.55945454545454609E10	-1.00073317665699313E2
2.55963636363636304E10	-8.99139889842969708E1
2.55981818181818221E10	-8.88868036608692158E1
2.56000000000000005E10	-8.80898080849826393E1
2.56018181818181834E10	-9.26622524150154447E1
2.56036363636363706E10	-8.46427993780998200E1
2.56054545454545401E10	-9.15758180485787854E1
2.56072727272727318E10	-8.76387870979511696E1
2.56090909090909147E10	-8.75450690090067596E1
2.56109090909090931E10	-8.82938594754115158E1
2.56127272727272715E10	-8.95293091691292631E1
2.56145454545454587E10	-8.96172196537807864E1
2.56163636363636327E10	-1.13862797486657885E2
2.56181818181818155E10	-1.01502644042518209E2
2.56199999999999983E10	-8.77768172821484072E1
2.56218181818181767E10	-9.34025084487677937E1
2.56236363636363729E10	-8.68323767186884865E1
2.56254545454545379E10	-8.68087611048743035E1
2.56272727272727341E10	-8.93403533603717825E1
2.56290909090909125E10	-9.39736228992135025E1
2.56309090909090909E10	-9.33471983835184993E1
2.56327272727272737E10	-8.97283959741747417E1
2.56345454545454565E10	-1.20657725198772092E2
2.56363636363636349E10	-8.67571227154604330E1
2.56381818181818177E10	-8.76151750207862889E1
2.56399999999999961E10	-8.42646148002563677E1
2.56418181818181790E10	-9.02506350586979522E1
2.56436363636363662E10	-9.05360171608127295E1
2.56454545454545357E10	-9.12248392560171339E1
2.56472727272727274E10	-1.00084118150036483E2
2.56490909090909103E10	-8.90593914306462509E1
2.56509090909090887E10	-9.49523255695755175E1
2.56527272727272670E10	-8.62817708556844742E1
2.56545454545454632E10	-9.15852788642257742E1
2.56563636363636283E10	-9.09409017404780151E1
2.56581818181818244E10	-9.14884759746045439E1
2.56600000000000028E10	-1.05858349640219207E2
2.56618181818181856E10	-8.85543361277219887E1
2.56636363636363685E10	-8.33654709219033307E1
2.56654545454545424E10	-9.07168269535169536E1
2.56672727272727297E10	-8.80588686142863430E1
2.56690909090909081E10	-9.55200450952529501E1
2.56709090909090865E10	-8.82841497200108094E1
2.56727272727272693E10	-1.00272447841027890E2
2.56745454545454610E10	-9.45781935435786458E1
2.56763636363636305E10	-1.00206245221207602E2
2.56781818181818178E10	-9.54023290747538866E1
2.56800000000000006E10	-8.67698475875768693E1
2.56818181818181790E10	-9.50202985248224330E1
2.56836363636363663E10	-9.34624928680334754E1
2.56854545454545402E10	-9.36267855427717421E1
2.56872727272727275E10	-9.71220504165142806E1
2.56890909090909059E10	-1.13580471191135457E2
2.56909090909090887E10	-9.00994017494543620E1
2.56927272727272671E10	-9.27503945147443609E1
2.56945454545454588E10	-8.38698602882231015E1
2.56963636363636283E10	-9.19976560548338362E1
2.56981818181818200E10	-8.65283706060023761E1
2.56999999999999984E10	-9.32899132746981330E1
2.57018181818181812E10	-9.21279541576797989E1
2.57036363636363685E10	-9.67601412766522451E1
2.57054545454545380E10	-8.95603909970152579E1
2.57072727272727297E10	-8.69771316983183418E1
2.57090909090909125E10	-8.75832970484028195E1
2.57109090909090909E10	-9.56187442663068765E1
2.57127272727272693E10	-9.66077788813491800E1
2.57145454545454566E10	-9.84506003067762592E1
2.57163636363636305E10	-9.26613601179002444E1
2.57181818181818178E10	-9.56610821319945615E1
2.57200000000000006E10	-9.62757073840081112E1
2.57218181818181790E10	-9.57704658032021783E1
2.57236363636363707E10	-9.07926781600803956E1
2.57254545454545402E10	-9.38653696494009893E1
2.57272727272727320E10	-9.16028358404669873E1
2.57290909090909103E10	-9.52698962432832808E1
2.57309090909090887E10	-8.66266479877179485E1
2.57327272727272716E10	-9.18552761595492129E1
2.57345454545454588E10	-9.37423705054191636E1
2.57363636363636328E10	-9.24741805471394507E1
2.57381818181818200E10	-8.76059456901470668E1
2.57399999999999984E10	-9.29046743322320800E1
2.57418181818181768E10	-1.06953288385724909E2
2.57436363636363685E10	-8.98667979244327775E1
2.57454545454545380E10	-9.96256212623680781E1
2.57472727272727298E10	-9.40629154510799736E1
2.57490909090909081E10	-8.98989516134108513E1
2.57509090909090910E10	-9.54255854436592799E1
2.57527272727272694E10	-8.96906509692223075E1
2.57545454545454611E10	-8.96783107041580152E1
2.57563636363636306E10	-8.82193004529185743E1
2.57581818181818223E10	-1.02196450242202719E2
2.57600000000000007E10	-8.76676929863774212E1
2.57618181818181835E10	-9.51279797138214711E1
2.57636363636363708E10	-8.62869079995748045E1
2.57654545454545403E10	-9.25565232497937451E1
2.57672727272727276E10	-9.54732863959991285E1
2.57690909090909104E10	-8.34630892861993523E1
2.57709090909090888E10	-9.64159294178267423E1
2.57727272727272716E10	-9.31055079857600631E1
2.57745454545454589E10	-8.97612741518561208E1
2.57763636363636284E10	-9.22194466560290138E1
2.57781818181818201E10	-1.00804009122770344E2
2.57800000000000029E10	-8.93225724995280146E1
2.57818181818181813E10	-9.08893316856369538E1
2.57836363636363686E10	-8.78359759173391730E1
2.57854545454545425E10	-8.86474673400454094E1
2.57872727272727298E10	-9.33545562069835988E1
2.57890909090909082E10	-8.89484387569369694E1
2.57909090909090910E10	-9.03493374836835805E1
2.57927272727272694E10	-9.09930823255263732E1
2.57945454545454611E10	-8.46812000474654347E1
2.57963636363636306E10	-9.53141324602533757E1
2.57981818181818223E10	-9.03349947162966771E1
2.58000000000000007E10	-9.26539106332042728E1
2.58018181818181791E10	-8.89345664100390287E1
2.58036363636363708E10	-9.30732764869359741E1
2.58054545454545403E10	-9.54786612848011274E1
2.58072727272727320E10	-8.99689742921397517E1
2.58090909090909104E10	-9.36768367866369545E1
2.58109090909090932E10	-9.44603124454777721E1
2.58127272727272716E10	-9.51869126526789699E1
2.58145454545454589E10	-8.33616477349946372E1
2.58163636363636328E10	-8.85544062160241729E1
2.58181818181818201E10	-8.80741753684624129E1
2.58199999999999985E10	-9.82668773586968491E1
2.58218181818181813E10	-1.02724813666765469E2
2.58236363636363730E10	-8.86611756938611606E1
2.58254545454545426E10	-8.40147438504281041E1
2.58272727272727298E10	-8.94323979927914436E1
2.58290909090909127E10	-1.09600474546102533E2
2.58309090909090910E10	-9.01591499755917525E1
2.58327272727272739E10	-8.79933757973884667E1
2.58345454545454567E10	-9.72969752193785276E1
2.58363636363636306E10	-9.10604906566888950E1
2.58381818181818179E10	-1.00120577934699839E2
2.58399999999999963E10	-1.14761690089536561E2
2.58418181818181747E10	-8.73482802261286828E1
2.58436363636363708E10	-9.47539050055584831E1
2.58454545454545359E10	-9.05976660661449529E1
2.58472727272727321E10	-9.08446197892638807E1
2.58490909090909105E10	-9.15398724935806918E1
2.58509090909090933E10	-9.97244458494416719E1
2.58527272727272717E10	-9.50544981280792456E1
2.58545454545454634E10	-8.93796477116099553E1
2.58563636363636329E10	-9.19304407062977624E1
2.58581818181818246E10	-9.09798889087592144E1
2.58600000000000030E10	-8.68817117515503590E1
2.58618181818181814E10	-9.31177033832779877E1
2.58636363636363686E10	-8.74990747735362007E1
2.58654545454545426E10	-1.00735841628841771E2
2.58672727272727254E10	-9.53593828946194222E1
2.58690909090909082E10	-8.78590474361249640E1
2.58709090909090866E10	-8.77270199818646645E1
2.58727272727272695E10	-8.76500811121796453E1
2.58745454545454612E10	-1.00314499283488101E2
2.58763636363636262E10	-9.40217705041052376E1
2.58781818181818224E10	-9.23350152227297194E1
2.58800000000000008E10	-9.44596653915502138E1
2.58818181818181836E10	-9.19189195694936068E1
2.58836363636363664E10	-8.92207707406864792E1
2.58854545454545448E10	-9.43609999279124523E1
2.58872727272727277E10	-9.47033977350192124E1
2.58890909090909060E10	-8.89998199533043888E1
2.58909090909090889E10	-8.91479146205703898E1
2.58927272727272673E10	-9.46633425060128353E1
2.58945454545454590E10	-8.92895913887511483E1
2.58963636363636285E10	-8.38637872217723057E1
2.58981818181818202E10	-9.14310522538321280E1
2.58999999999999986E10	-1.03096223615564986E2
2.59018181818181770E10	-9.23259447250078580E1
2.59036363636363731E10	-9.01768553521083405E1
2.59054545454545382E10	-1.05880588623731975E2
2.59072727272727343E10	-9.05129635905855245E1
2.59090909090909127E10	-8.92330903522504570E1
2.59109090909090956E10	-9.46034494679120463E1
2.59127272727272739E10	-9.34708171084320050E1
2.59145454545454568E10	-8.37086054745368635E1
2.59163636363636352E10	-8.70508272033345776E1
2.59181818181818180E10	-9.30493745099179570E1
2.59199999999999964E10	-1.01714428606386531E2
2.59218181818181792E10	-8.95158494423916373E1
2.59236363636363709E10	-9.37733795043632590E1
2.59254545454545404E10	-8.88318258206633260E1
2.59272727272727277E10	-9.26532268783963175E1
2.59290909090909105E10	-9.10862736167498888E1
2.59309090909090889E10	-9.22786568502439764E1
2.59327272727272717E10	-9.73107753444402768E1
2.59345454545454590E10	-8.48176671521808423E1
2.59363636363636285E10	-9.95670695078387169E1
2.59381818181818158E10	-9.17789501806838182E1
2.59399999999999986E10	-9.18244972420450800E1
2.59418181818181770E10	-8.86602486222000152E1
2.59436363636363687E10	-9.97240450023362612E1
2.59454545454545382E10	-9.18296110582601521E1
2.59472727272727299E10	-9.35336568095345733E1
2.59490909090909083E10	-9.07152887971485811E1
2.59509090909090911E10	-9.50076087972320238E1
2.59527272727272695E10	-9.43666139520516012E1
2.59545454545454612E10	-8.64218452064081433E1
2.59563636363636308E10	-8.97054472034044181E1
2.59581818181818225E10	-8.76469257686391501E1
2.59600000000000009E10	-9.17913854497001580E1
2.59618181818181792E10	-9.34278561149941567E1
2.59636363636363665E10	-9.01595281455287711E1
2.59654545454545405E10	-1.02470844030731678E2
2.59672727272727277E10	-9.35172203153858383E1
2.59690909090909106E10	-9.02874244696129402E1
2.59709090909090889E10	-1.08465397029570432E2
2.59727272727272673E10	-9.46511525100711815E1
2.59745454545454590E10	-8.92037292039916885E1
2.59763636363636286E10	-9.72113793033921425E1
2.59781818181818203E10	-8.72244936085751021E1
2.59799999999999986E10	-9.60380493161722804E1
2.59818181818181815E10	-9.23612052754947399E1
2.59836363636363687E10	-9.79331374292816292E1
2.59854545454545427E10	-9.71495039322325482E1
2.59872727272727300E10	-9.74971530535407460E1
2.59890909090909084E10	-8.37737247854950517E1
2.59909090909090867E10	-9.70344520881644179E1
2.59927272727272696E10	-8.75693074924112302E1
2.59945454545454613E10	-8.44334296762059999E1
2.59963636363636308E10	-8.98620507970946392E1
2.59981818181818181E10	-9.47130848414555082E1
2.60000000000000009E10	-8.37025389947489984E1
2.60018181818181793E10	-9.74376406753264845E1
2.60036363636363710E10	-8.79399804779355776E1
2.60054545454545405E10	-9.18490510343421640E1
2.60072727272727322E10	-9.27399520137748823E1
2.60090909090909106E10	-8.67647787495770828E1
2.60109090909090934E10	-9.68540243897347608E1
2.60127272727272718E10	-9.00017872827319110E1
2.60145454545454591E10	-8.67272218590392541E1
2.60163636363636330E10	-8.68258725096782236E1
2.60181818181818203E10	-8.46019449743408281E1
2.60199999999999987E10	-9.49949600642786862E1
2.60218181818181815E10	-9.49621313238413656E1
2.60236363636363688E10	-9.11024422981281035E1
2.60254545454545383E10	-9.86650926822230012E1
2.60272727272727300E10	-8.68020426480209650E1
2.60290909090909128E10	-9.08800404109616800E1
2.60309090909090912E10	-1.07930435099942357E2
2.60327272727272696E10	-8.93433681375576150E1
2.60345454545454569E10	-8.75653782679315817E1
2.60363636363636308E10	-9.49949923958640596E1
2.60381818181818181E10	-9.27675342865633823E1
2.60400000000000009E10	-8.61972420397736983E1
2.60418181818181793E10	-8.96845550063208030E1
2.60436363636363710E10	-9.43600863492735442E1
2.60454545454545405E10	-9.32910924719920764E1
2.60472727272727322E10	-8.82571176011859038E1
2.60490909090909106E10	-9.45474494294319889E1
2.60509090909090890E10	-8.79039375020802360E1
2.60527272727272718E10	-9.95781397622948283E1
2.60545454545454636E10	-9.48616376552474527E1
2.60563636363636331E10	-8.80461906529625438E1
2.60581818181818203E10	-9.42312430461054973E1
2.60600000000000032E10	-9.03724767497994463E1
2.60618181818181816E10	-8.78288681332216825E1
2.60636363636363688E10	-9.21495480809050349E1
2.60654545454545428E10	-8.81280301657333709E1
2.60672727272727300E10	-8.56358065106491573E1
2.60690909090909084E10	-9.57481730475991455E1
2.60709090909090913E10	-8.96350946940665594E1
2.60727272727272696E10	-8.68406924556928317E1
2.60745454545454614E10	-9.06653898852649398E1
2.60763636363636309E10	-9.53601335776670567E1
2.60781818181818226E10	-9.20162953749985846E1
2.60800000000000010E10	-9.04599345710695779E1
2.60818181818181838E10	-8.92364965781593256E1
2.60836363636363666E10	-8.74741006119467635E1
2.60854545454545406E10	-9.01196982990869699E1
2.60872727272727278E10	-9.24650197455896716E1
2.60890909090909062E10	-8.65747165067919333E1
2.60909090909090846E10	-9.41517581796668956E1
2.60927272727272674E10	-8.95974989049639170E1
2.60945454545454592E10	-9.78171566215766042E1
2.60963636363636287E10	-1.00607027981015551E2
2.60981818181818204E10	-9.33923883814545341E1
2.61000000000000032E10	-8.87721837978188688E1
