#
#"Time / ns"	"i1 [Real Part]"
#----------------------------
0.0000000000000	0.0000000000000
0.0047978917136788	0.84830456972122
0.0095957834273577	0.87395352125168
0.014393675141037	0.048688247799873
0.019191566854715	-0.82220369577408
0.023989457637072	-0.89916872978210
0.028787350282073	-0.096462063491344
0.033585242927074	0.79555994272232
0.038383133709431	0.92264628410339
0.043181024491787	0.14357113838196
0.047978915274143	-0.76822304725647
0.052776809781790	-0.93544673919678
0.057574700564146	-0.19026884436607
0.062372591346502	0.74000573158264
0.067170485854149	0.94724279642105
0.071968376636505	0.23680536448956
0.076766267418861	-0.70865547657013
0.081564158201218	-0.95820087194443
0.086362048983574	-0.28342103958130
0.091159939765930	0.67046028375626
0.095957830548286	0.96844297647476
0.10075572878122	0.33033996820450
0.10555361956358	-0.63236427307129
0.11035151034594	-0.97804397344589
0.11514940112829	-0.37607192993164
0.11994729191065	0.59424084424973
0.12474518269300	0.98703068494797
0.12954308092594	0.41814810037613
0.13434097170830	-0.55592674016953
0.13913886249065	-0.99538099765778
0.14393675327301	-0.45922645926476
0.14873464405537	0.51722681522369
0.15353253483772	0.99723815917969
0.15833042562008	0.49956557154655
0.16312831640244	-0.47791957855225
0.16792620718479	-0.99202811717987
0.17272409796715	-0.53940725326538
0.17752198874950	0.43776312470436
0.18231987953186	0.98616784811020
0.18711777031422	0.57897078990936
0.19191566109657	-0.39380064606667
0.19671355187893	-0.97972154617310
0.20151145756245	-0.61844736337662
0.20630934834480	0.34824192523956
0.21110723912716	0.97270458936691
0.21590512990952	0.65799498558044
0.22070302069187	-0.30311256647110
0.22550091147423	-0.96508371829987
0.23029880225658	-0.69153207540512
0.23509669303894	0.25820237398148
0.23989458382130	0.95677870512009
0.24469247460365	0.72167617082596
0.24949036538601	-0.21328103542328
0.25428825616837	-0.94766408205032
0.25908616185188	-0.75090777873993
0.26388403773308	0.16810432076454
0.26868194341660	0.92825239896774
0.27347981929779	0.77944600582123
0.27827772498131	-0.12242043763399
0.28307560086250	-0.90666377544403
0.28787350654602	-0.80747675895691
0.29267138242722	0.075976513326168
0.29746928811073	0.88478535413742
0.30226716399193	0.83514833450317
0.30706506967545	-0.028629686683416
0.31186294555664	-0.86256974935532
0.31666085124016	-0.86256808042526
0.32145875692368	-0.017902929335833
0.32625663280487	0.83992469310760
0.33105453848839	0.88898950815201
0.33585241436958	0.063825778663158
0.34065032005310	-0.81671595573425
0.34544819593430	-0.90478640794754
0.35024610161781	-0.10939241945744
0.35504397749901	0.79277086257935
0.35984188318253	0.91968417167664
0.36463975906372	0.15485727787018
0.36943766474724	-0.76608639955521
0.37423554062843	-0.93386512994766
0.37903344631195	-0.20046930015087
0.38383132219315	0.73163282871246
0.38862922787666	0.94747048616409
0.39342710375786	0.24646574258804
0.39822500944138	-0.69729995727539
0.40302291512489	-0.96059757471085
0.40782079100609	-0.29190832376480
0.41261869668961	0.66297829151154
0.41741657257080	0.97329807281494
0.42221447825432	0.33433234691620
0.42701235413551	-0.62851983308792
0.43181025981903	-0.98557674884796
0.43660813570023	-0.37584492564201
0.44140604138374	0.59374290704727
0.44620391726494	0.99215680360794
0.45100182294846	0.41670906543732
0.45579969882965	-0.55843657255173
0.46059760451317	-0.99127358198166
0.46539548039436	-0.45717597007751
0.47019338607788	0.52236598730087
0.47499129176140	0.98982691764832
0.47978916764259	0.49747905135155
0.48458707332611	-0.48216497898102
0.48938494920731	-0.98790383338928
0.49418285489082	-0.53782856464386
0.49898073077202	0.43962287902832
0.50377863645554	0.98554432392120
0.50857651233673	0.57840633392334
0.51337438821793	-0.39749217033386
0.51817232370377	-0.98274159431458
0.52297019958496	-0.61416679620743
0.52776807546616	0.35557591915131
0.53256595134735	0.97944235801697
0.53736388683319	0.64659547805786
0.54216176271439	-0.31365334987640
0.54695963859558	-0.97554808855057
0.55175751447678	-0.67821073532104
0.55655544996262	0.27148571610451
0.56135332584381	0.96172481775284
0.56615120172501	0.70924669504166
0.57094913721085	-0.22882190346718
0.57574701309204	-0.94517445564270
0.58054488897324	-0.73990899324417
0.58534276485443	0.18540455400944
0.59014070034027	0.92839431762695
0.59493857622147	0.77037060260773
0.59973645210266	-0.13981881737709
0.60453432798386	-0.91136366128922
0.60933226346970	-0.80076777935028
0.61413013935089	0.094825722277164
0.61892801523209	0.89401668310165
0.62372589111328	0.83088779449463
0.62852382659912	-0.050392121076584
0.63332170248032	-0.87624460458755
0.63811957836151	-0.85076069831848
0.64291751384735	0.0062691224738955
0.64771538972855	0.85789883136749
0.65251326560974	0.86981326341629
0.65731114149094	0.037798371165991
0.66210907697678	-0.83727401494980
0.66690695285797	-0.88824898004532
0.67170482873917	-0.082065664231777
0.67650270462036	0.80775511264801
0.68130064010620	0.90623432397842
0.68609851598740	0.12678234279156
0.69089639186859	-0.77836060523987
0.69569426774979	-0.92389619350433
0.70049220323563	-0.17159010469913
0.70529007911682	0.74900805950165
0.71008795499802	0.94131904840469
0.71488589048386	0.21442106366158
0.71968376636505	-0.71957492828369
0.72448164224625	-0.95854359865189
0.72927951812744	-0.25641360878944
0.73407745361328	0.68990212678909
0.73887532949448	0.97095495462418
0.74367320537567	0.29783225059509
0.74847108125687	-0.65979814529419
0.75326901674271	-0.97562330961227
0.75806689262390	-0.33893582224846
0.76286476850510	0.62904328107834
0.76766264438629	0.97978997230530
0.77246057987213	0.37997159361839
0.77725845575333	-0.59382003545761
0.78205633163452	-0.98357260227203
0.78685420751572	-0.42116999626160
0.79165214300156	0.55527639389038
0.79645001888275	0.98704481124878
0.80124789476395	0.46273928880692
0.80604583024979	-0.51712352037430
0.81084370613098	-0.99023550748825
0.81564158201218	-0.50086724758148
0.82043945789337	0.47918698191643
0.82523739337921	0.99312812089920
0.83003526926041	0.53595626354218
0.83483314514160	-0.44126448035240
0.83963102102280	-0.99566167593002
0.84442895650864	-0.57030856609344
0.84922683238983	0.40313053131104
0.85402470827103	0.98875874280930
0.85882258415222	0.60417360067368
0.86362051963806	-0.36454176902771
0.86841839551926	-0.97854757308960
